feature,symbol,finite_row_count,finite_row_pct_within_symbol
autocorr_6h,1000CAT/USDT,360,1.0
autocorr_6h,2Z/USDT,145,0.2013888888888889
autocorr_6h,0G/USDT,0,0.0
bars_in_high_vol_state_log_norm,1000CHEEMS/USDT,2160,1.0
bars_in_high_vol_state_log_norm,1MBABYDOGE/USDT,1080,1.0
bars_in_high_vol_state_log_norm,1000SATS/USDT,720,1.0
bars_in_high_vol_state_log_norm,1INCH/USDT,720,1.0
bars_in_high_vol_state_log_norm,1000CAT/USDT,360,1.0
bars_in_high_vol_state_log_norm,2Z/USDT,145,0.2013888888888889
bars_in_high_vol_state_log_norm,0G/USDT,0,0.0
bars_outside_ema20_atr_band_log_norm,1000CHEEMS/USDT,2160,1.0
bars_outside_ema20_atr_band_log_norm,1MBABYDOGE/USDT,1080,1.0
bars_outside_ema20_atr_band_log_norm,1000SATS/USDT,720,1.0
bars_outside_ema20_atr_band_log_norm,1INCH/USDT,720,1.0
bars_outside_ema20_atr_band_log_norm,1000CAT/USDT,360,1.0
bars_outside_ema20_atr_band_log_norm,2Z/USDT,145,0.2013888888888889
bars_outside_ema20_atr_band_log_norm,0G/USDT,0,0.0
bars_since_ema20_ema50_cross_log_norm,1000CHEEMS/USDT,2160,1.0
bars_since_ema20_ema50_cross_log_norm,1MBABYDOGE/USDT,1080,1.0
bars_since_ema20_ema50_cross_log_norm,1000SATS/USDT,720,1.0
bars_since_ema20_ema50_cross_log_norm,1INCH/USDT,720,1.0
bars_since_ema20_ema50_cross_log_norm,1000CAT/USDT,360,1.0
bars_since_ema20_ema50_cross_log_norm,2Z/USDT,145,0.2013888888888889
bars_since_ema20_ema50_cross_log_norm,0G/USDT,0,0.0
bollinger_band_width,1000CHEEMS/USDT,2160,1.0
bollinger_band_width,1MBABYDOGE/USDT,1080,1.0
bollinger_band_width,1000SATS/USDT,720,1.0
bollinger_band_width,1INCH/USDT,720,1.0
bollinger_band_width,1000CAT/USDT,360,1.0
bollinger_band_width,2Z/USDT,145,0.2013888888888889
bollinger_band_width,0G/USDT,0,0.0
breakout_t,1000CHEEMS/USDT,2160,1.0
breakout_t,1MBABYDOGE/USDT,1080,1.0
breakout_t,1000SATS/USDT,720,1.0
breakout_t,1INCH/USDT,720,1.0
breakout_t,1000CAT/USDT,360,1.0
breakout_t,2Z/USDT,145,0.2013888888888889
breakout_t,0G/USDT,0,0.0
choppiness_index_20,1000CHEEMS/USDT,2160,1.0
choppiness_index_20,1MBABYDOGE/USDT,1080,1.0
choppiness_index_20,1000SATS/USDT,720,1.0
choppiness_index_20,1INCH/USDT,720,1.0
choppiness_index_20,1000CAT/USDT,360,1.0
choppiness_index_20,2Z/USDT,145,0.2013888888888889
choppiness_index_20,0G/USDT,0,0.0
coherence_24,1000CHEEMS/USDT,2160,1.0
coherence_24,1MBABYDOGE/USDT,1080,1.0
coherence_24,1000SATS/USDT,720,1.0
coherence_24,1INCH/USDT,720,1.0
coherence_24,1000CAT/USDT,360,1.0
coherence_24,2Z/USDT,145,0.2013888888888889
coherence_24,0G/USDT,0,0.0
compression_ratio,1000CHEEMS/USDT,2160,1.0
compression_ratio,1MBABYDOGE/USDT,1080,1.0
compression_ratio,1000SATS/USDT,720,1.0
compression_ratio,1INCH/USDT,720,1.0
compression_ratio,1000CAT/USDT,360,1.0
compression_ratio,2Z/USDT,145,0.2013888888888889
compression_ratio,0G/USDT,0,0.0
compression_score,1000CHEEMS/USDT,2160,1.0
compression_score,1MBABYDOGE/USDT,1080,1.0
compression_score,1000SATS/USDT,720,1.0
compression_score,1INCH/USDT,720,1.0
compression_score,1000CAT/USDT,360,1.0
compression_score,2Z/USDT,145,0.2013888888888889
compression_score,0G/USDT,0,0.0
direction_entropy_20,1000CHEEMS/USDT,2160,1.0
direction_entropy_20,1MBABYDOGE/USDT,1080,1.0
direction_entropy_20,1000SATS/USDT,720,1.0
direction_entropy_20,1INCH/USDT,720,1.0
direction_entropy_20,1000CAT/USDT,360,1.0
direction_entropy_20,2Z/USDT,145,0.2013888888888889
direction_entropy_20,0G/USDT,0,0.0
dist_ema200_atr,1000CHEEMS/USDT,2160,1.0
dist_ema200_atr,1MBABYDOGE/USDT,1080,1.0
dist_ema200_atr,1000SATS/USDT,720,1.0
dist_ema200_atr,1INCH/USDT,720,1.0
dist_ema200_atr,1000CAT/USDT,360,1.0
dist_ema200_atr,2Z/USDT,145,0.2013888888888889
dist_ema200_atr,0G/USDT,0,0.0
dist_ema20_atr,1000CHEEMS/USDT,2160,1.0
dist_ema20_atr,1MBABYDOGE/USDT,1080,1.0
dist_ema20_atr,1000SATS/USDT,720,1.0
dist_ema20_atr,1INCH/USDT,720,1.0
dist_ema20_atr,1000CAT/USDT,360,1.0
dist_ema20_atr,2Z/USDT,145,0.2013888888888889
dist_ema20_atr,0G/USDT,0,0.0
dist_ema50_atr,1000CHEEMS/USDT,2160,1.0
dist_ema50_atr,1MBABYDOGE/USDT,1080,1.0
dist_ema50_atr,1000SATS/USDT,720,1.0
dist_ema50_atr,1INCH/USDT,720,1.0
dist_ema50_atr,1000CAT/USDT,360,1.0
dist_ema50_atr,2Z/USDT,145,0.2013888888888889
dist_ema50_atr,0G/USDT,0,0.0
dist_ema_fast,1000CHEEMS/USDT,2160,1.0
dist_ema_fast,1MBABYDOGE/USDT,1080,1.0
dist_ema_fast,1000SATS/USDT,720,1.0
dist_ema_fast,1INCH/USDT,720,1.0
dist_ema_fast,1000CAT/USDT,360,1.0
dist_ema_fast,2Z/USDT,145,0.2013888888888889
dist_ema_fast,0G/USDT,0,0.0
dist_local_swing,1000CHEEMS/USDT,2160,1.0
dist_local_swing,1MBABYDOGE/USDT,1080,1.0
dist_local_swing,1000SATS/USDT,720,1.0
dist_local_swing,1INCH/USDT,720,1.0
dist_local_swing,1000CAT/USDT,360,1.0
dist_local_swing,2Z/USDT,145,0.2013888888888889
dist_local_swing,0G/USDT,0,0.0
dist_ma100_atr,1000CHEEMS/USDT,2160,1.0
dist_ma100_atr,1MBABYDOGE/USDT,1080,1.0
dist_ma100_atr,1000SATS/USDT,720,1.0
dist_ma100_atr,1INCH/USDT,720,1.0
dist_ma100_atr,1000CAT/USDT,360,1.0
dist_ma100_atr,2Z/USDT,145,0.2013888888888889
dist_ma100_atr,0G/USDT,0,0.0
dist_prior_day_high,1000CHEEMS/USDT,2160,1.0
dist_prior_day_high,1MBABYDOGE/USDT,1080,1.0
dist_prior_day_high,1000SATS/USDT,720,1.0
dist_prior_day_high,1INCH/USDT,720,1.0
dist_prior_day_high,1000CAT/USDT,360,1.0
dist_prior_day_high,2Z/USDT,145,0.2013888888888889
dist_prior_day_high,0G/USDT,0,0.0
dist_prior_day_low,1000CHEEMS/USDT,2160,1.0
dist_prior_day_low,1MBABYDOGE/USDT,1080,1.0
dist_prior_day_low,1000SATS/USDT,720,1.0
dist_prior_day_low,1INCH/USDT,720,1.0
dist_prior_day_low,1000CAT/USDT,360,1.0
dist_prior_day_low,2Z/USDT,145,0.2013888888888889
dist_prior_day_low,0G/USDT,0,0.0
dist_range_mid_atr,1000CHEEMS/USDT,2160,1.0
dist_range_mid_atr,1MBABYDOGE/USDT,1080,1.0
dist_range_mid_atr,1000SATS/USDT,720,1.0
dist_range_mid_atr,1INCH/USDT,720,1.0
dist_range_mid_atr,1000CAT/USDT,360,1.0
dist_range_mid_atr,2Z/USDT,145,0.2013888888888889
dist_range_mid_atr,0G/USDT,0,0.0
dist_rolling_7d_high,1000CHEEMS/USDT,2160,1.0
dist_rolling_7d_high,1MBABYDOGE/USDT,1080,1.0
dist_rolling_7d_high,1000SATS/USDT,720,1.0
dist_rolling_7d_high,1INCH/USDT,720,1.0
dist_rolling_7d_high,1000CAT/USDT,360,1.0
dist_rolling_7d_high,2Z/USDT,145,0.2013888888888889
dist_rolling_7d_high,0G/USDT,0,0.0
dist_vwap_atr,1000CHEEMS/USDT,2160,1.0
dist_vwap_atr,1MBABYDOGE/USDT,1080,1.0
dist_vwap_atr,1000SATS/USDT,720,1.0
dist_vwap_atr,1INCH/USDT,720,1.0
dist_vwap_atr,1000CAT/USDT,360,1.0
dist_vwap_atr,2Z/USDT,145,0.2013888888888889
dist_vwap_atr,0G/USDT,0,0.0
dist_vwap_norm,1000CHEEMS/USDT,2160,1.0
dist_vwap_norm,1MBABYDOGE/USDT,1080,1.0
dist_vwap_norm,1000SATS/USDT,720,1.0
dist_vwap_norm,1INCH/USDT,720,1.0
dist_vwap_norm,1000CAT/USDT,360,1.0
dist_vwap_norm,2Z/USDT,145,0.2013888888888889
dist_vwap_norm,0G/USDT,0,0.0
dist_weekly_vwap,1000CHEEMS/USDT,2160,1.0
dist_weekly_vwap,1MBABYDOGE/USDT,1080,1.0
dist_weekly_vwap,1000SATS/USDT,720,1.0
dist_weekly_vwap,1INCH/USDT,720,1.0
dist_weekly_vwap,1000CAT/USDT,360,1.0
dist_weekly_vwap,2Z/USDT,145,0.2013888888888889
dist_weekly_vwap,0G/USDT,0,0.0
distance_to_ema,1000CHEEMS/USDT,2160,1.0
distance_to_ema,1MBABYDOGE/USDT,1080,1.0
distance_to_ema,1000SATS/USDT,720,1.0
distance_to_ema,1INCH/USDT,720,1.0
distance_to_ema,1000CAT/USDT,360,1.0
distance_to_ema,2Z/USDT,145,0.2013888888888889
distance_to_ema,0G/USDT,0,0.0
dlog_vol_5h,1000CHEEMS/USDT,2160,1.0
dlog_vol_5h,1MBABYDOGE/USDT,1080,1.0
dlog_vol_5h,1000SATS/USDT,720,1.0
dlog_vol_5h,1INCH/USDT,720,1.0
dlog_vol_5h,1000CAT/USDT,360,1.0
dlog_vol_5h,2Z/USDT,145,0.2013888888888889
dlog_vol_5h,0G/USDT,0,0.0
efficiency_ratio_20,1000CHEEMS/USDT,2160,1.0
efficiency_ratio_20,1MBABYDOGE/USDT,1080,1.0
efficiency_ratio_20,1000SATS/USDT,720,1.0
efficiency_ratio_20,1INCH/USDT,720,1.0
efficiency_ratio_20,1000CAT/USDT,360,1.0
efficiency_ratio_20,2Z/USDT,145,0.2013888888888889
efficiency_ratio_20,0G/USDT,0,0.0
ema20_gt_ema50,1000CHEEMS/USDT,2160,1.0
ema20_gt_ema50,1MBABYDOGE/USDT,1080,1.0
ema20_gt_ema50,1000SATS/USDT,720,1.0
ema20_gt_ema50,1INCH/USDT,720,1.0
ema20_gt_ema50,1000CAT/USDT,360,1.0
ema20_gt_ema50,2Z/USDT,145,0.2013888888888889
ema20_gt_ema50,0G/USDT,0,0.0
ema20_slope_5h,1000CHEEMS/USDT,2160,1.0
ema20_slope_5h,1MBABYDOGE/USDT,1080,1.0
ema20_slope_5h,1000SATS/USDT,720,1.0
ema20_slope_5h,1INCH/USDT,720,1.0
ema20_slope_5h,1000CAT/USDT,360,1.0
ema20_slope_5h,2Z/USDT,145,0.2013888888888889
ema20_slope_5h,0G/USDT,0,0.0
ema50_ema200_spread_atr,1000CHEEMS/USDT,2160,1.0
ema50_ema200_spread_atr,1MBABYDOGE/USDT,1080,1.0
ema50_ema200_spread_atr,1000SATS/USDT,720,1.0
ema50_ema200_spread_atr,1INCH/USDT,720,1.0
ema50_ema200_spread_atr,1000CAT/USDT,360,1.0
ema50_ema200_spread_atr,2Z/USDT,145,0.2013888888888889
ema50_ema200_spread_atr,0G/USDT,0,0.0
ema50_gt_ema200,1000CHEEMS/USDT,2160,1.0
ema50_gt_ema200,1MBABYDOGE/USDT,1080,1.0
ema50_gt_ema200,1000SATS/USDT,720,1.0
ema50_gt_ema200,1INCH/USDT,720,1.0
ema50_gt_ema200,1000CAT/USDT,360,1.0
ema50_gt_ema200,2Z/USDT,145,0.2013888888888889
ema50_gt_ema200,0G/USDT,0,0.0
ema50_slope,1000CHEEMS/USDT,2160,1.0
ema50_slope,1MBABYDOGE/USDT,1080,1.0
ema50_slope,1000SATS/USDT,720,1.0
ema50_slope,1INCH/USDT,720,1.0
ema50_slope,1000CAT/USDT,360,1.0
ema50_slope,2Z/USDT,145,0.2013888888888889
ema50_slope,0G/USDT,0,0.0
ema_slope_norm,1000CHEEMS/USDT,2160,1.0
ema_slope_norm,1MBABYDOGE/USDT,1080,1.0
ema_slope_norm,1000SATS/USDT,720,1.0
ema_slope_norm,1INCH/USDT,720,1.0
ema_slope_norm,1000CAT/USDT,360,1.0
ema_slope_norm,2Z/USDT,145,0.2013888888888889
ema_slope_norm,0G/USDT,0,0.0
impulse_ratio_24,1000CHEEMS/USDT,2160,1.0
impulse_ratio_24,1MBABYDOGE/USDT,1080,1.0
impulse_ratio_24,1000SATS/USDT,720,1.0
impulse_ratio_24,1INCH/USDT,720,1.0
impulse_ratio_24,1000CAT/USDT,360,1.0
impulse_ratio_24,2Z/USDT,145,0.2013888888888889
impulse_ratio_24,0G/USDT,0,0.0
loc_bb_channel_pos_24,1000CHEEMS/USDT,2160,1.0
loc_bb_channel_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_bb_channel_pos_24,1000SATS/USDT,720,1.0
loc_bb_channel_pos_24,1INCH/USDT,720,1.0
loc_bb_channel_pos_24,1000CAT/USDT,360,1.0
loc_bb_channel_pos_24,2Z/USDT,145,0.2013888888888889
loc_bb_channel_pos_24,0G/USDT,0,0.0
loc_bb_channel_pos_48,1000CHEEMS/USDT,2160,1.0
loc_bb_channel_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_bb_channel_pos_48,1000SATS/USDT,720,1.0
loc_bb_channel_pos_48,1INCH/USDT,720,1.0
loc_bb_channel_pos_48,1000CAT/USDT,360,1.0
loc_bb_channel_pos_48,2Z/USDT,145,0.2013888888888889
loc_bb_channel_pos_48,0G/USDT,0,0.0
loc_ema_stack_pos_24,1000CHEEMS/USDT,2160,1.0
loc_ema_stack_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_ema_stack_pos_24,1000SATS/USDT,720,1.0
loc_ema_stack_pos_24,1INCH/USDT,720,1.0
loc_ema_stack_pos_24,1000CAT/USDT,360,1.0
loc_ema_stack_pos_24,2Z/USDT,145,0.2013888888888889
loc_ema_stack_pos_24,0G/USDT,0,0.0
loc_ema_stack_pos_48,1000CHEEMS/USDT,2160,1.0
loc_ema_stack_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_ema_stack_pos_48,1000SATS/USDT,720,1.0
loc_ema_stack_pos_48,1INCH/USDT,720,1.0
loc_ema_stack_pos_48,1000CAT/USDT,360,1.0
loc_ema_stack_pos_48,2Z/USDT,145,0.2013888888888889
loc_ema_stack_pos_48,0G/USDT,0,0.0
loc_initial_balance_pos_24,1000CHEEMS/USDT,2160,1.0
loc_initial_balance_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_initial_balance_pos_24,1000SATS/USDT,720,1.0
loc_initial_balance_pos_24,1INCH/USDT,720,1.0
loc_initial_balance_pos_24,1000CAT/USDT,360,1.0
loc_initial_balance_pos_24,2Z/USDT,145,0.2013888888888889
loc_initial_balance_pos_24,0G/USDT,0,0.0
loc_initial_balance_pos_48,1000CHEEMS/USDT,2160,1.0
loc_initial_balance_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_initial_balance_pos_48,1000SATS/USDT,720,1.0
loc_initial_balance_pos_48,1INCH/USDT,720,1.0
loc_initial_balance_pos_48,1000CAT/USDT,360,1.0
loc_initial_balance_pos_48,2Z/USDT,145,0.2013888888888889
loc_initial_balance_pos_48,0G/USDT,0,0.0
loc_pivot_ladder_pos_24,1000CHEEMS/USDT,2160,1.0
loc_pivot_ladder_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_pivot_ladder_pos_24,1000SATS/USDT,720,1.0
loc_pivot_ladder_pos_24,1INCH/USDT,720,1.0
loc_pivot_ladder_pos_24,1000CAT/USDT,360,1.0
loc_pivot_ladder_pos_24,2Z/USDT,145,0.2013888888888889
loc_pivot_ladder_pos_24,0G/USDT,0,0.0
loc_pivot_ladder_pos_48,1000CHEEMS/USDT,2160,1.0
loc_pivot_ladder_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_pivot_ladder_pos_48,1000SATS/USDT,720,1.0
loc_pivot_ladder_pos_48,1INCH/USDT,720,1.0
loc_pivot_ladder_pos_48,1000CAT/USDT,360,1.0
loc_pivot_ladder_pos_48,2Z/USDT,145,0.2013888888888889
loc_pivot_ladder_pos_48,0G/USDT,0,0.0
loc_prev_day_range_pos_24,1000CHEEMS/USDT,2160,1.0
loc_prev_day_range_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_prev_day_range_pos_24,1000SATS/USDT,720,1.0
loc_prev_day_range_pos_24,1INCH/USDT,720,1.0
loc_prev_day_range_pos_24,1000CAT/USDT,360,1.0
loc_prev_day_range_pos_24,2Z/USDT,145,0.2013888888888889
loc_prev_day_range_pos_24,0G/USDT,0,0.0
loc_prev_day_range_pos_48,1000CHEEMS/USDT,2160,1.0
loc_prev_day_range_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_prev_day_range_pos_48,1000SATS/USDT,720,1.0
loc_prev_day_range_pos_48,1INCH/USDT,720,1.0
loc_prev_day_range_pos_48,1000CAT/USDT,360,1.0
loc_prev_day_range_pos_48,2Z/USDT,145,0.2013888888888889
loc_prev_day_range_pos_48,0G/USDT,0,0.0
loc_prev_week_range_pos_24,1000CHEEMS/USDT,2160,1.0
loc_prev_week_range_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_prev_week_range_pos_24,1000SATS/USDT,720,1.0
loc_prev_week_range_pos_24,1INCH/USDT,720,1.0
loc_prev_week_range_pos_24,1000CAT/USDT,360,1.0
loc_prev_week_range_pos_24,2Z/USDT,145,0.2013888888888889
loc_prev_week_range_pos_24,0G/USDT,0,0.0
loc_prev_week_range_pos_48,1000CHEEMS/USDT,2160,1.0
loc_prev_week_range_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_prev_week_range_pos_48,1000SATS/USDT,720,1.0
loc_prev_week_range_pos_48,1INCH/USDT,720,1.0
loc_prev_week_range_pos_48,1000CAT/USDT,360,1.0
loc_prev_week_range_pos_48,2Z/USDT,145,0.2013888888888889
loc_prev_week_range_pos_48,0G/USDT,0,0.0
loc_prior_bar_pos_24,1000CHEEMS/USDT,2160,1.0
loc_prior_bar_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_prior_bar_pos_24,1000SATS/USDT,720,1.0
loc_prior_bar_pos_24,1INCH/USDT,720,1.0
loc_prior_bar_pos_24,1000CAT/USDT,360,1.0
loc_prior_bar_pos_24,2Z/USDT,145,0.2013888888888889
loc_prior_bar_pos_24,0G/USDT,0,0.0
loc_prior_bar_pos_48,1000CHEEMS/USDT,2160,1.0
loc_prior_bar_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_prior_bar_pos_48,1000SATS/USDT,720,1.0
loc_prior_bar_pos_48,1INCH/USDT,720,1.0
loc_prior_bar_pos_48,1000CAT/USDT,360,1.0
loc_prior_bar_pos_48,2Z/USDT,145,0.2013888888888889
loc_prior_bar_pos_48,0G/USDT,0,0.0
loc_pullback_depth_24,1000CHEEMS/USDT,2160,1.0
loc_pullback_depth_24,1MBABYDOGE/USDT,1080,1.0
loc_pullback_depth_24,1000SATS/USDT,720,1.0
loc_pullback_depth_24,1INCH/USDT,720,1.0
loc_pullback_depth_24,1000CAT/USDT,360,1.0
loc_pullback_depth_24,2Z/USDT,145,0.2013888888888889
loc_pullback_depth_24,0G/USDT,0,0.0
loc_pullback_depth_48,1000CHEEMS/USDT,2160,1.0
loc_pullback_depth_48,1MBABYDOGE/USDT,1080,1.0
loc_pullback_depth_48,1000SATS/USDT,720,1.0
loc_pullback_depth_48,1INCH/USDT,720,1.0
loc_pullback_depth_48,1000CAT/USDT,360,1.0
loc_pullback_depth_48,2Z/USDT,145,0.2013888888888889
loc_pullback_depth_48,0G/USDT,0,0.0
loc_range_pos_24,1000CHEEMS/USDT,2160,1.0
loc_range_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_range_pos_24,1000SATS/USDT,720,1.0
loc_range_pos_24,1INCH/USDT,720,1.0
loc_range_pos_24,1000CAT/USDT,360,1.0
loc_range_pos_24,2Z/USDT,145,0.2013888888888889
loc_range_pos_24,0G/USDT,0,0.0
loc_range_pos_48,1000CHEEMS/USDT,2160,1.0
loc_range_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_range_pos_48,1000SATS/USDT,720,1.0
loc_range_pos_48,1INCH/USDT,720,1.0
loc_range_pos_48,1000CAT/USDT,360,1.0
loc_range_pos_48,2Z/USDT,145,0.2013888888888889
loc_range_pos_48,0G/USDT,0,0.0
loc_session_pos_24,1000CHEEMS/USDT,2160,1.0
loc_session_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_session_pos_24,1000SATS/USDT,720,1.0
loc_session_pos_24,1INCH/USDT,720,1.0
loc_session_pos_24,1000CAT/USDT,360,1.0
loc_session_pos_24,2Z/USDT,145,0.2013888888888889
loc_session_pos_24,0G/USDT,0,0.0
loc_session_pos_48,1000CHEEMS/USDT,2160,1.0
loc_session_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_session_pos_48,1000SATS/USDT,720,1.0
loc_session_pos_48,1INCH/USDT,720,1.0
loc_session_pos_48,1000CAT/USDT,360,1.0
loc_session_pos_48,2Z/USDT,145,0.2013888888888889
loc_session_pos_48,0G/USDT,0,0.0
loc_swing_range_pos_24,1000CHEEMS/USDT,2160,1.0
loc_swing_range_pos_24,1MBABYDOGE/USDT,1080,1.0
loc_swing_range_pos_24,1000SATS/USDT,720,1.0
loc_swing_range_pos_24,1INCH/USDT,720,1.0
loc_swing_range_pos_24,1000CAT/USDT,360,1.0
loc_swing_range_pos_24,2Z/USDT,145,0.2013888888888889
loc_swing_range_pos_24,0G/USDT,0,0.0
loc_swing_range_pos_48,1000CHEEMS/USDT,2160,1.0
loc_swing_range_pos_48,1MBABYDOGE/USDT,1080,1.0
loc_swing_range_pos_48,1000SATS/USDT,720,1.0
loc_swing_range_pos_48,1INCH/USDT,720,1.0
loc_swing_range_pos_48,1000CAT/USDT,360,1.0
loc_swing_range_pos_48,2Z/USDT,145,0.2013888888888889
loc_swing_range_pos_48,0G/USDT,0,0.0
loc_vwap_dev_z_24,1000CHEEMS/USDT,2160,1.0
loc_vwap_dev_z_24,1MBABYDOGE/USDT,1080,1.0
loc_vwap_dev_z_24,1000SATS/USDT,720,1.0
loc_vwap_dev_z_24,1INCH/USDT,720,1.0
loc_vwap_dev_z_24,1000CAT/USDT,360,1.0
loc_vwap_dev_z_24,2Z/USDT,145,0.2013888888888889
loc_vwap_dev_z_24,0G/USDT,0,0.0
loc_vwap_dev_z_48,1000CHEEMS/USDT,2160,1.0
loc_vwap_dev_z_48,1MBABYDOGE/USDT,1080,1.0
loc_vwap_dev_z_48,1000SATS/USDT,720,1.0
loc_vwap_dev_z_48,1INCH/USDT,720,1.0
loc_vwap_dev_z_48,1000CAT/USDT,360,1.0
loc_vwap_dev_z_48,2Z/USDT,145,0.2013888888888889
loc_vwap_dev_z_48,0G/USDT,0,0.0
momentum_accel,1000CHEEMS/USDT,2160,1.0
momentum_accel,1MBABYDOGE/USDT,1080,1.0
momentum_accel,1000SATS/USDT,720,1.0
momentum_accel,1INCH/USDT,720,1.0
momentum_accel,1000CAT/USDT,360,1.0
momentum_accel,2Z/USDT,145,0.2013888888888889
momentum_accel,0G/USDT,0,0.0
path_efficiency_12,1000CHEEMS/USDT,2160,1.0
path_efficiency_12,1MBABYDOGE/USDT,1080,1.0
path_efficiency_12,1000SATS/USDT,720,1.0
path_efficiency_12,1INCH/USDT,720,1.0
path_efficiency_12,1000CAT/USDT,360,1.0
path_efficiency_12,2Z/USDT,145,0.2013888888888889
path_efficiency_12,0G/USDT,0,0.0
path_efficiency_24,1000CHEEMS/USDT,2160,1.0
path_efficiency_24,1MBABYDOGE/USDT,1080,1.0
path_efficiency_24,1000SATS/USDT,720,1.0
path_efficiency_24,1INCH/USDT,720,1.0
path_efficiency_24,1000CAT/USDT,360,1.0
path_efficiency_24,2Z/USDT,145,0.2013888888888889
path_efficiency_24,0G/USDT,0,0.0
pct_breakout_t,1000CHEEMS/USDT,2160,1.0
pct_breakout_t,1MBABYDOGE/USDT,1080,1.0
