fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-3.128848e-05,0.008194063,-0.02344162,0.0,0.024193577
1,-5.0659542e-05,0.008142136,-0.023251869,0.0,0.024414066
2,-4.668143e-05,0.008006469,-0.023208816,0.0,0.024254171
3,-1.6017813e-05,0.007873037,-0.023171742,0.0,0.024364809
