fold_id,seed,group,gain,split
0,42,location,592.3409967944026,1507
0,42,regime,1373.03849113686,3018
1,42,location,448.21464349888265,1112
1,42,regime,1149.3167538007838,2434
2,42,location,1001.9333745241165,2876
2,42,regime,2488.358763745551,5770
3,42,location,353.6714813783765,812
3,42,regime,914.1409823427675,1808
4,42,location,17.883422397077084,39
4,42,regime,48.062328550964594,103
