feature_name,status,reason,support,group,regime_family
LOC_01_AboveEMA,retained,retained,5601,location,
LOC_02_BelowEMA,retained,retained,6953,location,
LOC_03_BetweenFastMidEMA,retained,retained,644,location,
LOC_04_BetweenMidSlowEMA,retained,retained,680,location,
LOC_05_StackedAboveAllEMAs,retained,retained,4075,location,
LOC_06_StackedBelowAllEMAs,retained,retained,5483,location,
LOC_07_TouchFastEMA_Long,retained,retained,1089,location,
LOC_08_TouchFastEMA_Short,retained,retained,1031,location,
LOC_09_TouchMidEMA_Long,retained,retained,660,location,
LOC_10_TouchMidEMA_Short,retained,retained,617,location,
LOC_11_DeepPullbackToSlowEMA_Long,retained,retained,377,location,
LOC_12_DeepPullbackToSlowEMA_Short,retained,retained,394,location,
LOC_13_EMAValueZone_Long,retained,retained,653,location,
LOC_14_EMAValueZone_Short,retained,retained,861,location,
LOC_20_AboveVWAP,retained,retained,4283,location,
LOC_21_BelowVWAP,retained,retained,4651,location,
LOC_22_AtVWAP_Long,retained,retained,5993,location,
LOC_23_AtVWAP_Short,retained,retained,6013,location,
LOC_24_VWAPPlus1Dev,retained,retained,276,location,
LOC_25_VWAPMinus1Dev,retained,retained,269,location,
LOC_26_VWAPPlus2Dev,retained,retained,247,location,
LOC_27_VWAPMinus2Dev,retained,retained,248,location,
LOC_28_BetweenVWAPAndPlus1Dev,retained,retained,4241,location,
LOC_29_BetweenVWAPAndMinus1Dev,retained,retained,4616,location,
LOC_30_ReclaimVWAPZone_Long,retained,retained,336,location,
LOC_31_LoseVWAPZone_Short,retained,retained,360,location,
LOC_40_UpperQuartileOfRange,retained,retained,3708,location,
LOC_41_LowerQuartileOfRange,retained,retained,4035,location,
LOC_42_MidRange,retained,retained,1806,location,
LOC_43_NearRangeHigh,retained,retained,2337,location,
LOC_44_NearRangeLow,retained,retained,2444,location,
LOC_45_AtRangeBreakoutZone_Long,retained,retained,1838,location,
LOC_46_AtRangeBreakdownZone_Short,retained,retained,1940,location,
LOC_50_AbovePriorHigh,retained,retained,331,location,
LOC_51_BelowPriorLow,retained,retained,355,location,
LOC_52_InsidePriorRange,retained,retained,924,location,
LOC_53_NearPriorHigh,retained,retained,458,location,
LOC_54_NearPriorLow,retained,retained,516,location,
LOC_55_AboveLastSwingHigh,retained,retained,479,location,
LOC_56_BelowLastSwingLow,retained,retained,699,location,
LOC_57_NearLastSwingHigh,dropped,all_zeros,0,location,
LOC_58_NearLastSwingLow,retained,retained,8,location,
LOC_59_BetweenLastSwingLowHigh,dropped,all_zeros,0,location,
LOC_70_AboveSessionOpen,retained,retained,5986,location,
LOC_71_BelowSessionOpen,retained,retained,6269,location,
LOC_72_AtSessionOpen_Long,retained,retained,3243,location,
LOC_73_AtSessionOpen_Short,retained,retained,3228,location,
LOC_74_AboveInitialBalanceMid,retained,retained,5418,location,
LOC_75_BelowInitialBalanceMid,retained,retained,5812,location,
LOC_76_NearInitialBalanceHigh,retained,retained,2684,location,
LOC_77_NearInitialBalanceLow,retained,retained,2846,location,
LOC_78_AtSessionHighZone,retained,retained,3270,location,
LOC_79_AtSessionLowZone,retained,retained,3450,location,
LOC_80_UpperHalfOfSessionRange,retained,retained,6171,location,
LOC_81_LowerHalfOfSessionRange,retained,retained,6570,location,
LOC_90_AbovePrevDayHigh,retained,retained,2570,location,
LOC_91_BelowPrevDayLow,retained,retained,2768,location,
LOC_92_InsidePrevDayRange,retained,retained,6730,location,
LOC_93_NearPrevDayHigh,retained,retained,1454,location,
LOC_94_NearPrevDayLow,retained,retained,1563,location,
LOC_95_AbovePrevDayMid,retained,retained,5812,location,
LOC_96_BelowPrevDayMid,retained,retained,6170,location,
LOC_97_NearPrevWeekHigh,dropped,all_zeros,0,location,
LOC_98_NearPrevWeekLow,dropped,all_zeros,0,location,
LOC_99_InsidePrevWeekRange,dropped,all_zeros,0,location,
LOC_110_AboveBBMid,retained,retained,5593,location,
LOC_111_BelowBBMid,retained,retained,5890,location,
LOC_112_AtBBUpper,retained,retained,755,location,
LOC_113_AtBBLower,retained,retained,716,location,
LOC_114_OutsideBBUpper,retained,retained,8,location,
LOC_115_OutsideBBLower,retained,retained,6,location,
LOC_116_AtKCUpper,retained,retained,3503,location,
LOC_117_AtKCLower,retained,retained,4326,location,
LOC_118_BetweenBBMidAndUpper,retained,retained,5585,location,
LOC_119_BetweenBBMidAndLower,retained,retained,5884,location,
LOC_130_ShallowPullback_Long,retained,retained,679,location,
LOC_131_DeepPullback_Long,retained,retained,66,location,
LOC_132_ShallowPullback_Short,retained,retained,505,location,
LOC_133_DeepPullback_Short,retained,retained,251,location,
LOC_134_Fib382Zone_Long,retained,retained,1642,location,
LOC_135_Fib50Zone_Long,retained,retained,1137,location,
LOC_136_Fib618Zone_Long,retained,retained,1714,location,
LOC_137_Fib382Zone_Short,dropped,duplicate_of_LOC_136_Fib618Zone_Long,1714,location,
LOC_138_Fib50Zone_Short,dropped,duplicate_of_LOC_135_Fib50Zone_Long,1137,location,
LOC_139_Fib618Zone_Short,retained,retained,1643,location,
LOC_150_AtPivotResistance,retained,retained,123,location,
LOC_151_AtPivotSupport,retained,retained,129,location,
LOC_152_BetweenPivotAndR1,retained,retained,708,location,
LOC_153_BetweenPivotAndS1,retained,retained,753,location,
LOC_154_AtLiquidityPoolHigh,dropped,all_zeros,0,location,
LOC_155_AtLiquidityPoolLow,dropped,all_zeros,0,location,
LOC_156_AtUntestedBreakoutLevel,dropped,all_zeros,0,location,
LOC_157_AtUntestedBreakdownLevel,dropped,all_zeros,0,location,
LOC_170_NotTooExtendedAboveEMA,retained,retained,9080,location,
reg_atr_change_rate_ts_top20,retained,retained,10092,regime,volatility
reg_atr_change_rate_ts_bot20,retained,retained,2503,regime,volatility
reg_atr_change_rate_ts_top30,retained,retained,8832,regime,volatility
reg_atr_change_rate_ts_bot30,retained,retained,3740,regime,volatility
reg_atr_change_rate_ts_top40,retained,retained,7585,regime,volatility
reg_atr_change_rate_ts_bot40,retained,retained,4995,regime,volatility
reg_atr_change_rate_ts_top50,retained,retained,6346,regime,volatility
reg_atr_change_rate_ts_bot50,retained,retained,6263,regime,volatility
reg_atr_change_rate_ts_top60,retained,retained,5076,regime,volatility
reg_atr_change_rate_ts_bot60,retained,retained,7504,regime,volatility
reg_atr_change_rate_ts_top70,retained,retained,3811,regime,volatility
reg_atr_change_rate_ts_bot70,retained,retained,8761,regime,volatility
reg_atr_change_rate_ts_top80,retained,retained,2567,regime,volatility
reg_atr_change_rate_ts_bot80,retained,retained,10012,regime,volatility
reg_atr_change_rate_ts_band20_80,retained,retained,7541,regime,volatility
reg_atr_change_rate_ts_band25_75,retained,retained,6289,regime,volatility
reg_atr_change_rate_ts_band30_70,retained,retained,5030,regime,volatility
reg_atr_change_rate_ts_band40_60,retained,retained,2526,regime,volatility
reg_atr_compression_ratio_ts_top20,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_bot20,dropped,all_zeros,0,regime,volatility_term_structure
reg_atr_compression_ratio_ts_top30,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_bot30,dropped,all_zeros,0,regime,volatility_term_structure
reg_atr_compression_ratio_ts_top40,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_bot40,dropped,all_zeros,0,regime,volatility_term_structure
reg_atr_compression_ratio_ts_top50,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_bot50,dropped,all_zeros,0,regime,volatility_term_structure
reg_atr_compression_ratio_ts_top60,retained,retained,5,regime,volatility_term_structure
reg_atr_compression_ratio_ts_bot60,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_top70,dropped,all_zeros,0,regime,volatility_term_structure
reg_atr_compression_ratio_ts_bot70,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_top80,dropped,all_zeros,0,regime,volatility_term_structure
reg_atr_compression_ratio_ts_bot80,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_band20_80,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_band25_75,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_band30_70,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_compression_ratio_ts_band40_60,dropped,all_ones,12563,regime,volatility_term_structure
reg_atr_percentile_ts_top20,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_bot20,dropped,all_zeros,0,regime,compression
reg_atr_percentile_ts_top30,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_bot30,dropped,all_zeros,0,regime,compression
reg_atr_percentile_ts_top40,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_bot40,dropped,all_zeros,0,regime,compression
reg_atr_percentile_ts_top50,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_bot50,dropped,all_zeros,0,regime,compression
reg_atr_percentile_ts_top60,dropped,duplicate_of_reg_atr_compression_ratio_ts_top60,5,regime,compression
reg_atr_percentile_ts_bot60,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_top70,dropped,all_zeros,0,regime,compression
reg_atr_percentile_ts_bot70,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_top80,dropped,all_zeros,0,regime,compression
reg_atr_percentile_ts_bot80,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_band20_80,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_band25_75,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_band30_70,dropped,all_ones,12563,regime,compression
reg_atr_percentile_ts_band40_60,dropped,all_ones,12563,regime,compression
reg_bollinger_band_width_ts_top20,retained,retained,10106,regime,compression
