generated_boolean,group,source_feature,support,support_pct,usable_support,nan_rate_before,nan_rate_ts
reg_atr_change_rate_ts_top20,regime,atr_change_rate,10092,0.8033113109925973,2471,0.0,0.0
reg_atr_change_rate_ts_bot20,regime,atr_change_rate,2503,0.1992358513094006,2503,0.0,0.0
reg_atr_change_rate_ts_top30,regime,atr_change_rate,8832,0.7030167953514288,3731,0.0,0.0
reg_atr_change_rate_ts_bot30,regime,atr_change_rate,3740,0.2976995940460081,3740,0.0,0.0
reg_atr_change_rate_ts_top40,regime,atr_change_rate,7585,0.603757064395447,4978,0.0,0.0
reg_atr_change_rate_ts_bot40,regime,atr_change_rate,4995,0.3975961155774895,4995,0.0,0.0
reg_atr_change_rate_ts_top50,regime,atr_change_rate,6346,0.5051341240149646,6217,0.0,0.0
reg_atr_change_rate_ts_bot50,regime,atr_change_rate,6263,0.49852742179415743,6263,0.0,0.0
reg_atr_change_rate_ts_top60,regime,atr_change_rate,5076,0.4040436201544217,5076,0.0,0.0
reg_atr_change_rate_ts_bot60,regime,atr_change_rate,7504,0.5973095598185146,5059,0.0,0.0
reg_atr_change_rate_ts_top70,regime,atr_change_rate,3811,0.30335111040356605,3811,0.0,0.0
reg_atr_change_rate_ts_bot70,regime,atr_change_rate,8761,0.6973652789938709,3802,0.0,0.0
reg_atr_change_rate_ts_top80,regime,atr_change_rate,2567,0.20433017591339647,2567,0.0,0.0
reg_atr_change_rate_ts_bot80,regime,atr_change_rate,10012,0.7969434052376024,2551,0.0,0.0
reg_atr_change_rate_ts_band20_80,regime,atr_change_rate,7541,0.6002547162301998,5022,0.0,0.0
reg_atr_change_rate_ts_band25_75,regime,atr_change_rate,6289,0.5005969911645307,6274,0.0,0.0
reg_atr_change_rate_ts_band30_70,regime,atr_change_rate,5030,0.4003820743452997,5030,0.0,0.0
reg_atr_change_rate_ts_band40_60,regime,atr_change_rate,2526,0.20106662421396163,2526,0.0,0.0
reg_atr_compression_ratio_ts_top20,regime,atr_compression_ratio,12563,1.0,0,0.0,0.0
reg_atr_compression_ratio_ts_bot20,regime,atr_compression_ratio,0,0.0,0,0.0,0.0
reg_atr_compression_ratio_ts_top30,regime,atr_compression_ratio,12563,1.0,0,0.0,0.0
reg_atr_compression_ratio_ts_bot30,regime,atr_compression_ratio,0,0.0,0,0.0,0.0
reg_atr_compression_ratio_ts_top40,regime,atr_compression_ratio,12563,1.0,0,0.0,0.0
