,stage_name,timestamp,input_data_shape,output_data_shape,processing_time,memory_usage_mb,geometry_metrics,model_metrics,feature_metrics,quality_metrics,performance_scores,stability_scores,integrity_scores
0,OOF_Start,2026-01-25T01:49:15.145258,"[132484, 583]",,0.0,966.65625,{},{},{},{},{},{},{}
1,TrainBatch_VOLATILITY_SPECIALIST,2026-01-25T01:52:25.206057,"[3541, 640]",,0.0,2051.890625,{},{},{},{},{},{},{}
2,TrainBatch_META_SUM_4H_COMPOSITE_DERIVED_FLOW_IMBALANCE_PROXY_OHLCV_VOLUME_SURGE_30MIN_INT,2026-01-25T01:54:04.878116,"[12719, 640]",,0.0,1203.65625,{},{},{},{},{},{},{}
3,TrainBatch_VOLATILITY_INNOVATION_SPECIALIST,2026-01-25T01:54:38.483908,"[549, 640]",,0.0,1382.96875,{},{},{},{},{},{},{}
4,TrainBatch_LIQUIDITY_SPECIALIST,2026-01-25T01:55:10.902198,"[3492, 640]",,0.0,794.453125,{},{},{},{},{},{},{}
5,TrainBatch_MARKET_FRAGILITY_FRAGILITY_ACCEL_100_POS,2026-01-25T01:55:42.293096,"[42571, 640]",,0.0,1531.3125,{},{},{},{},{},{},{}
6,TrainBatch_DISPERSION_SPECIALIST,2026-01-25T01:59:25.940610,"[552, 640]",,0.0,525.765625,{},{},{},{},{},{},{}
7,TrainBatch_CAUSAL_SURPRISE,2026-01-25T02:03:48.932938,"[1538, 640]",,0.0,1480.296875,{},{},{},{},{},{},{}
8,TrainBatch_MEAN_REVERSION_RELAXATION_ACCEL_100_POS,2026-01-25T02:04:01.870842,"[41995, 640]",,0.0,2810.40625,{},{},{},{},{},{},{}
9,TrainBatch_VOLUME_SPECIALIST,2026-01-25T02:04:53.938491,"[3554, 640]",,0.0,1184.265625,{},{},{},{},{},{},{}
10,TrainBatch_MEAN_REVERSION_DECAY_RATE_20_POS,2026-01-25T02:05:25.187168,"[41995, 640]",,0.0,1172.609375,{},{},{},{},{},{},{}
11,TrainBatch_INVENTORY_SPECIALIST,2026-01-25T02:07:06.781507,"[3519, 640]",,0.0,954.203125,{},{},{},{},{},{},{}
12,TrainBatch_INFORMATION_SPECIALIST,2026-01-25T02:07:32.244020,"[3856, 640]",,0.0,911.46875,{},{},{},{},{},{},{}
13,TrainBatch_EXHAUSTION_SPECIALIST,2026-01-25T02:07:50.351330,"[545, 640]",,0.0,871.03125,{},{},{},{},{},{},{}
14,TrainBatch_MOMENTUM_DECAY_SPECIALIST,2026-01-25T02:08:05.519431,"[178, 640]",,0.0,878.6875,{},{},{},{},{},{},{}
15,TrainBatch_SURPRISE_Z_CONTINUOUS_VOL_SURPRISE_Z_100_POS,2026-01-25T02:08:21.618098,"[34111, 640]",,0.0,1358.375,{},{},{},{},{},{},{}
16,TrainBatch_SURPRISE_Z_CONTINUOUS_VOLUME_SURPRISE_Z_20_POS,2026-01-25T02:09:44.002957,"[34111, 640]",,0.0,1340.421875,{},{},{},{},{},{},{}
17,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_100_POS,2026-01-25T02:11:21.259129,"[40386, 640]",,0.0,535.140625,{},{},{},{},{},{},{}
18,TrainBatch_SURPRISE_Z_CONTINUOUS_RETURN_SURPRISE_Z_20_POS,2026-01-25T02:12:40.795501,"[34111, 640]",,0.0,1376.015625,{},{},{},{},{},{},{}
19,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_ACCEL_20_POS,2026-01-25T02:13:50.020542,"[40386, 640]",,0.0,1509.4375,{},{},{},{},{},{},{}
20,TrainBatch_FLOW_PRESSURE_CONTINUOUS_FLOW_PRESSURE_20_POS,2026-01-25T02:15:13.049009,"[40386, 640]",,0.0,1366.703125,{},{},{},{},{},{},{}
