fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-0.00045010354,0.0070055355,-0.019270493,-3.8795633e-11,0.018624244
1,-0.00024281588,0.006904795,-0.01893308,0.0,0.018486718
