fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon
0,42,15,0.002300538497045603,6,64,129,quantile,0.35,quantile,quantile,returns_target,5
1,42,26,0.0017876160377448738,6,64,172,quantile,0.35,quantile,quantile,returns_target,5
