fold_id,seed,regime_family,gain,split
0,42,compression,19.2505,7.0
0,42,context,4.76012,2.0
0,42,liquidity,56.575382,10.0
0,42,momentum,15.13056,4.0
0,42,path_structure,17.118443,7.0
0,42,trend,13.200301,6.0
0,42,unknown,120.24266,45.0
0,42,volatility,12.206095,8.0
0,42,volatility_term_structure,30.62714,7.0
1,42,compression,35.09047,12.0
1,42,context,4.051997,3.0
1,42,liquidity,113.157455,27.0
1,42,momentum,15.106969,5.0
1,42,path_structure,54.170105,20.0
1,42,trend,6.9084425,4.0
1,42,unknown,195.31898,70.0
1,42,volatility,42.518387,16.0
1,42,volatility_term_structure,48.879623,17.0
