model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,4237,-3.6367925739741622,-0.002868442580345949,4237,-0.002868442580345949,-0.002868442580345949,0.0,-0.002867526021491229,-0.003877465208881259,0.0010099391873900302,0.0007217630919678442,0.4003933910306845,0.6546026750590087,0.34539732494099135
