model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,4237,1493.5717146942811,0.08918752901804271,4237,0.08918752901804271,0.08918752901804271,-0.0023151165445224973,1.1745793678231697,1.0125578807002618,0.16202148712290798,0.20987473389122735,0.2326514555468135,0.0,0.950432730133753
