n,logloss,accuracy,ev_top13_ret,ev_top13_wr,ev_top26_ret,ev_top26_wr,ev_top39_ret,ev_top39_wr,brier_tp,model,logloss_cv,selection_score,top_realized_u_mean,passed_gate,passed_econ
4237,0.9051939280464015,0.6270946424356856,-0.005166716155598601,0.32181818181818184,-0.006710875588531267,0.2851952770208901,-0.005330899273817913,0.31840193704600483,0.2028421292665212,xgb_parallel_forest_clf,0.9051939280464015,0.0011747705292414286,-0.004341813637448473,1.0,0.0
