model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,5801,1904.903798804731,0.04914666939119499,5801,0.04914666939119499,0.04914666939119499,-0.010283300980430479,1.0946296107757885,1.0236597567377215,0.07096985403806699,0.04838150386225348,0.23080459770114947,0.0,0.9270114942528735
