model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,5801,2047.1149743683636,0.0756728320180809,5801,0.0756728320180809,0.0756728320180809,0.02750790277066859,1.1758262842486815,1.0758943071765503,0.0999319770721312,0.23039251094330748,0.22620689655172413,0.0,0.9551724137931035
