model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,6592,2304.285439370682,0.09622924439490667,6592,0.09622924439490667,0.09622924439490667,0.10972748942437387,1.1653179194381167,1.0511788115396221,0.11413910789849457,0.20505351467801414,0.2216995447647952,0.0,0.9600404653515427
