n,logloss,accuracy,ev_top13_ret,ev_top13_wr,ev_top26_ret,ev_top26_wr,ev_top39_ret,ev_top39_wr,brier_tp,model,logloss_cv,selection_score,top_realized_u_mean,passed_gate,passed_econ
6592,0.9148772665988577,0.5998179611650486,-0.0023850360591177815,0.375,-0.002406912552828846,0.3660245183887916,-0.002291179058276316,0.37315175097276265,0.21318351957531906,xgb_parallel_forest_clf,0.9148772665988577,0.001139303127046143,-0.0008888425065261414,1.0,0.0
