n,logloss,accuracy,ev_top13_ret,ev_top13_wr,ev_top26_ret,ev_top26_wr,ev_top39_ret,ev_top39_wr,brier_tp,model,logloss_cv,selection_score,top_realized_u_mean,passed_gate,passed_econ
6671,0.8726204399104737,0.602308499475341,-0.004106341491689102,0.31833910034602075,-0.00413519560211214,0.3391003460207612,-0.0034976969013550173,0.35986159169550175,0.22423921303664554,xgb_parallel_forest_clf,0.8726204399104737,0.00012749725830815272,-0.0021465329691282378,1.0,0.0
