model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,6592,2171.4346504649147,0.05979599709239595,6592,0.05979599709239595,0.05979599709239595,0.09625694551330337,1.0975975202421009,1.0194294106222423,0.07816810961985854,0.1459710030434569,0.21815882650480528,0.0,0.9559939301972686
