model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,5801,-5.762337813209342,-0.0598559784656588,5801,-0.0598559784656588,-0.0598559784656588,0.0,-0.003290188268672488,-0.003883444678921342,0.0005932564102488543,-0.0037288089797145626,0.4,0.6637931034482759,0.33620689655172414
