model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,4237,1494.6869794037193,0.03860414645854458,4237,0.03860414645854458,0.03860414645854458,-0.008554915300838193,1.1754054911038967,1.0931476684613997,0.08225782264249704,0.16079748292006646,0.23579858379228952,0.0,0.956726986624705
