model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,6671,-6.125127826886455,-0.09937934767340974,6671,-0.09937934767340974,-0.09937934767340974,0.0,-0.0030739385675033013,-0.0018948662870090416,-0.0011790722804942597,-0.001473809151875862,0.4002498750624688,0.671664167916042,0.328335832083958
