n,logloss,accuracy,ev_top13_ret,ev_top13_wr,ev_top26_ret,ev_top26_wr,ev_top39_ret,ev_top39_wr,brier_tp,model,logloss_cv,selection_score,top_realized_u_mean,passed_gate,passed_econ
5801,0.8811985615885262,0.6374762971901397,-0.005459611746851562,0.3129973474801061,-0.004517763725371767,0.34283819628647216,-0.0049337288072535115,0.33731211317418214,0.20343335472166002,xgb_parallel_forest_clf,0.8811985615885262,-0.0011184445920102194,-0.0030796844088162496,1.0,0.0
