model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,6592,-2.344152089261115,-0.029521980897476346,6592,-0.029521980897476346,-0.029521980897476346,0.0,-0.0011776471722781752,-0.0016700466408439442,0.000492399468565769,0.0024350087449376075,0.4002529084471422,0.6196256954982297,0.38037430450177034
