model,kind,tail_lambda,gate,n_gate,pnl_top30,composite,n,ic,ic_mh,ic_top30,mean_ret_top30,mean_ret_bot30,spread30,spread10,ece_top30,robust_loss_top30,win_rate_top30
xgb_parallel_forest,xgb,0.0,all,6671,2405.1142987478524,0.03547032789763583,6671,0.03547032789763583,0.03547032789763583,-0.047125290736364685,1.2016991867112747,1.1482569813413703,0.053442205369904405,0.09785527481266043,0.2698150924537731,0.0,0.9510244877561219
