feature_name,group,source_name,source_family,model_split_count,extracted_rule_count,final_registry_count,used_in_model,used_in_extracted_rules,used_in_final_registry
reg_acceleration_hybrid_top40,regime,acceleration,regime,0,0,0,False,False,False
reg_atr_compression_ratio_hybrid_top20,regime,atr_compression_ratio,atr,0,0,0,False,False,False
reg_atr_compression_ratio_hybrid_top40,regime,atr_compression_ratio,atr,0,0,0,False,False,False
reg_atr_percentile_hybrid_top20,regime,atr_percentile,atr,123,123,0,True,True,False
reg_atr_percentile_hybrid_top40,regime,atr_percentile,atr,72,72,0,True,True,False
reg_dist_ema20_atr_hybrid_top20,regime,dist_ema20_atr,dist,0,0,0,False,False,False
reg_dist_ema20_atr_hybrid_top40,regime,dist_ema20_atr,dist,0,0,0,False,False,False
reg_ema20_slope_5h_hybrid_top20,regime,ema20_slope_5h,ema20,246,246,0,True,True,False
reg_ema20_slope_5h_hybrid_top40,regime,ema20_slope_5h,ema20,414,414,0,True,True,False
reg_ema_slope_hybrid_top40,regime,ema_slope,ema,0,0,0,False,False,False
reg_lower_wick_hybrid_top20,regime,lower_wick,lower,0,0,0,False,False,False
reg_lower_wick_hybrid_top40,regime,lower_wick,lower,0,0,0,False,False,False
reg_lower_wick_ratio_hybrid_top20,regime,lower_wick_ratio,lower,0,0,0,False,False,False
reg_lower_wick_ratio_hybrid_top40,regime,lower_wick_ratio,lower,0,0,0,False,False,False
reg_pullback_depth_hybrid_top20,regime,pullback_depth,pullback,0,0,0,False,False,False
reg_pullback_depth_hybrid_top40,regime,pullback_depth,pullback,0,0,0,False,False,False
reg_range_atr_hybrid_top20,regime,range_atr,range,0,0,0,False,False,False
reg_range_atr_hybrid_top40,regime,range_atr,range,123,123,0,True,True,False
reg_upper_wick_hybrid_top20,regime,upper_wick,upper,0,0,0,False,False,False
reg_upper_wick_hybrid_top40,regime,upper_wick,upper,75,75,0,True,True,False
reg_volume_spike_hybrid_top20,regime,volume_spike,volume,126,126,0,True,True,False
reg_volume_spike_hybrid_top40,regime,volume_spike,volume,0,0,0,False,False,False
