fold_id,seed,group,used_feature_count,split_count
0,42,location,2,2
0,42,regime,6,7
1,42,location,2,2
1,42,regime,6,7
2,42,location,4,5
2,42,regime,14,40
3,42,location,2,2
3,42,regime,6,7
4,42,location,2,2
4,42,regime,6,7
