fold_id,target_mean,target_std,target_p1,target_p50,target_p99
0,-0.4223714,0.3615767,-1.0,-0.44758498668670654,-1.6601265429017086e-07
1,-0.41354853,0.36398992,-1.0,-0.43971651792526245,-1.730686989276364e-07
2,-0.40924573,0.3629418,-1.0,-0.4263719469308853,-1.8492311980367024e-07
3,-0.40890092,0.36548525,-1.0,-0.397929310798645,-1.9226530838523004e-07
4,-0.42203242,0.36611143,-1.0,-0.4356517046689987,-2.0285263246933027e-07
