,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
regime_vol_score,0.0705328,0.024887906,0.19989128,99.5,21.140404,468.30942,143.81126,57.556396,359.32895,0.075037085,0.029117078,0.1933767,1.0,0.005204942,0.6549887,1.0,0.85714287,0.8333333,0.0,1.5,2.5,0.88928574,1.0
is_high_vol_regime,0.05623133,0.027503664,0.11496513,100.0,23.166067,431.66583,113.428,70.11544,183.49614,0.058258682,0.033337846,0.10180844,3.0,1.0,0.9138544,0.77712536,0.8952381,1.0,0.0,3.0,1.8333334,0.8012285,2.0
mkt_rv_ratio,0.053006623,0.02236373,0.12563656,78.666664,21.36716,289.62408,104.9235,51.87865,212.20561,0.054936644,0.026546348,0.113689266,2.0,0.33659866,0.7688324,0.7268714,0.82857144,0.8333333,0.0,3.0,3.0,0.73192215,3.0
vol_high,0.034271456,0.014428563,0.08140331,69.666664,18.6339,260.46317,62.05091,31.332136,122.8871,0.031960763,0.014842891,0.06882017,11.0,0.48246297,1.0,0.4349018,0.71428573,0.8333333,0.0,5.0,5.0,0.5427674,4.0
second_leg_accel_vol_1h,0.025801934,0.0063562784,0.104737364,49.5,5.6789083,431.46497,44.463223,10.499036,188.30092,0.0232333,0.0048726187,0.1107795,4.0,0.45587492,0.61307347,0.30291244,0.8,0.8333333,0.0,8.5,3.5,0.49160185,5.0
pct_breakout_t,0.024148252,0.012047371,0.048403762,55.0,16.663334,181.53632,42.077435,25.758017,68.73629,0.023119811,0.012628672,0.04232636,27.0,0.0,0.6549887,0.2771414,0.40952381,0.6666667,0.0,10.0,10.333333,0.35480875,6.0
asset_vol_level,0.020275945,0.00663842,0.061929487,57.666668,15.584893,213.37614,35.077026,14.306682,86.00161,0.020414907,0.007860887,0.05301799,19.0,0.0,0.6549887,0.2167952,0.43809524,0.6666667,0.0,9.5,9.833333,0.32876116,7.0
ema50_gt_ema200,0.018888678,0.0027209774,0.1311228,67.166664,7.335227,615.0268,29.82351,7.6311913,116.55345,0.01847631,0.004150507,0.08224874,8.0,0.17585343,0.81177586,0.19517599,0.64761907,0.33333334,0.0,17.5,6.1666665,0.31925157,8.0
align,0.02127346,0.009676394,0.046769496,69.0,12.922848,368.41724,34.831482,17.04754,71.16757,0.020315707,0.009088695,0.045411132,24.0,0.15611406,0.0,0.23234053,0.42857143,0.5,0.0,14.5,10.0,0.30993015,9.0
rv_120h,0.017755112,0.0028598018,0.11023281,48.166668,2.7335365,848.72754,29.524948,5.5503573,157.05702,0.017136086,0.002868301,0.10237608,7.0,0.05344264,0.702637,0.17751044,0.6666667,0.16666667,0.089825645,19.5,5.8333335,0.2937887,10.0
asset_atr_level,0.018547986,0.0051108394,0.06731336,50.166668,9.334822,269.60284,29.476028,7.0121245,123.904854,0.017145364,0.0037962843,0.07743453,12.0,0.0,0.6549887,0.18986663,0.53333336,0.33333334,0.0,16.0,8.166667,0.28776,11.0
flow_persistence,0.018250085,0.003464338,0.0961412,51.333332,4.749269,554.84564,32.757507,9.125857,117.583954,0.017533194,0.0043424433,0.07079261,10.0,0.0,0.6549887,0.18522413,0.53333336,0.33333334,0.0,18.0,8.166667,0.28520662,12.0
vol_shock_asym_8_24,0.016317712,0.0030148423,0.08831896,44.0,5.228129,370.30457,26.632305,5.868337,120.86553,0.015450186,0.002934484,0.0813459,9.0,0.29684898,0.7759317,0.15510996,0.6571429,0.16666667,0.12340565,23.5,6.0,0.2807665,13.0
regime_transition_entropy_48h,0.021060912,0.010400809,0.042646874,47.0,10.456258,211.26105,35.215332,14.735888,84.156425,0.019325122,0.0073697926,0.05067447,23.0,0.0,0.6549887,0.22902817,0.30476192,0.5,0.0,13.5,12.166667,0.277156,14.0
rv_48h,0.016566738,0.002506117,0.10951475,38.166668,1.2133516,1200.5542,27.925648,4.5715766,170.58488,0.014664932,0.0019934624,0.107882775,6.0,0.08631842,0.6549887,0.15899079,0.72380954,0.0,0.0,20.0,4.8333335,0.26839733,15.0
funding_proxy,0.016285535,0.0021676617,0.122352436,55.666668,7.5424724,410.84378,26.17873,4.3605247,157.16591,0.01601444,0.002692321,0.09525694,5.0,0.08185292,0.7177128,0.1546085,0.73333335,0.0,0.0,19.5,4.6666665,0.268368,16.0
trend_regime_stability,0.021541761,0.011354842,0.040867805,45.166668,15.517911,131.46278,36.773243,16.569328,81.61292,0.019684631,0.008289419,0.0467445,28.0,0.0,0.6549887,0.23652174,0.30476192,0.33333334,0.0,14.5,12.166667,0.25627744,17.0
entropy_jump_24h,0.01703981,0.004454051,0.065189,44.833332,5.8428493,344.01498,28.603989,7.952713,102.88164,0.015307382,0.0039022586,0.060046237,17.0,0.0068107946,0.6549887,0.16636315,0.4952381,0.16666667,0.0,17.5,8.833333,0.24030927,18.0
hurst_proxy_x_regime_trend_48h,0.012005738,0.0023422013,0.06153943,36.666668,6.871843,195.6454,19.660809,3.5588787,108.61495,0.01165114,0.0020137655,0.06741056,16.0,0.0,0.6549887,0.08791198,0.71428573,0.0,0.093038864,32.5,5.0,0.23157497,19.0
vp_in_hvn_above_zone,0.012655401,0.002302991,0.06954398,42.833332,6.387923,287.213,20.159975,3.504236,115.98095,0.012759569,0.0022562887,0.072156824,13.0,0.0,0.4524875,0.09803635,0.6666667,0.0,0.17002954,28.5,5.8333335,0.22908813,20.0
shock_rel,0.006647847,0.0013834215,0.03194534,28.333334,3.72678,215.40788,10.1133175,1.8282279,55.944447,0.0062026926,0.0011178951,0.034415923,48.0,0.0,0.6549887,0.0044143987,0.81904763,0.0,0.430886,57.0,3.1666667,0.22873414,21.0
volume_trend_48,0.013694145,0.0025567077,0.073348075,38.166668,3.9334745,370.33273,22.920942,4.847579,108.37772,0.012642163,0.0024003552,0.066583596,15.0,0.0,0.6549887,0.11422418,0.64761907,0.0,0.0,30.0,6.1666665,0.22472808,22.0
realized_volatility_24h,0.015877321,0.0036583235,0.06890843,38.0,6.0,240.66667,27.405067,6.48369,115.83492,0.015393094,0.0033727088,0.07025432,14.0,0.0,0.6549887,0.14824688,0.5714286,0.0,0.0,19.0,7.5,0.22439294,23.0
prior_volatility,0.011366075,0.0025035024,0.051602766,33.0,5.944185,183.20427,18.264565,3.2557425,102.463356,0.010454658,0.0016277586,0.06714747,20.0,0.0,0.6549887,0.077943444,0.6666667,0.0,0.24371424,36.5,5.8333335,0.22172128,24.0
dir_path_risk_short_2h,0.008960776,0.0015296236,0.05249364,30.5,5.5,169.13637,14.687092,3.923443,54.979942,0.008385945,0.0019585164,0.03590681,34.0,0.0,0.6549887,0.040459175,0.7047619,0.0,0.46358046,48.5,5.1666665,0.22162205,25.0
mtf_divergence_x_regime_vol_12h,0.0077440357,0.0009833308,0.06098669,26.5,2.9860787,235.17464,11.973229,2.3073015,62.132412,0.0075254757,0.0013873726,0.040820166,26.0,0.0,0.6549887,0.021497445,0.75238097,0.0,0.4173885,51.0,4.3333335,0.22078826,26.0
trend_acceleration,0.01000179,0.002650959,0.0377357,29.166666,4.81029,176.84889,15.808355,3.9588478,63.125465,0.009510112,0.002325359,0.03889388,38.0,0.0,0.6549887,0.056682374,0.54285717,0.0,1.0,45.0,8.0,0.21688959,27.0
bars_in_high_vol_state_log_norm,0.013511867,0.0032187775,0.05672047,44.166668,6.4914474,300.50223,21.788933,4.6123967,102.93078,0.013030866,0.002550498,0.0665766,18.0,0.0,0.6549887,0.11138356,0.552381,0.0,0.30316773,28.0,7.8333335,0.21451458,28.0
volume_zscore_48h,0.006364583,0.0027865767,0.014536804,23.166666,2.2669117,236.75136,9.650421,3.6534262,25.491314,0.005915031,0.0016987281,0.020596348,60.0,0.0,0.6549887,0.0,0.7619048,0.0,0.42343777,59.5,4.1666665,0.21164808,29.0
vol_exhaust,0.014740062,0.005526195,0.03931628,37.833332,9.753917,146.74731,24.171925,10.213277,57.20808,0.013935426,0.0054566944,0.035588596,42.0,0.0,0.6549887,0.13052379,0.34285715,0.33333334,0.0,34.0,11.5,0.2075024,30.0
ema50_ema200_spread_atr,0.021125857,0.010760883,0.04147446,49.5,16.42914,149.14049,41.11803,25.770851,65.604836,0.021955548,0.012298873,0.03919433,33.0,0.0,0.6549887,0.23004027,0.0,0.5,0.101768546,22.0,17.5,0.20661059,31.0
ffd_atr_expansion_06,0.009096764,0.0016195495,0.051095147,30.833334,2.9107082,326.61963,14.077629,3.4482713,57.47217,0.008399059,0.0017816285,0.03959534,32.0,0.0,0.6549887,0.042578418,0.71428573,0.0,0.0,43.5,5.0,0.20198956,32.0
regime_stability_24h,0.015052401,0.0045980187,0.049276613,42.0,9.899495,178.1909,23.742453,7.2639894,77.60254,0.014505045,0.00439341,0.047889072,21.0,0.0,0.6549887,0.13539131,0.40952381,0.16666667,0.0,26.5,10.333333,0.20184618,33.0
body_pct,0.015279967,0.006433627,0.03629017,48.333332,10.02774,232.96489,24.051815,7.578865,76.329346,0.013530636,0.0041385544,0.044237215,35.0,0.0,0.6549887,0.1389377,0.37142858,0.16666667,0.10651121,27.0,11.0,0.19959843,34.0
ambig,0.016563095,0.0062322114,0.044019066,37.333332,7.909207,176.22218,29.38932,12.875162,67.085144,0.015198568,0.0064652637,0.035728857,31.0,0.0,0.6549887,0.15893401,0.21904762,0.33333334,0.13706313,26.5,13.666667,0.19902879,35.0
regime_transition_entropy_12h,0.010375654,0.0024234524,0.044421833,38.0,5.5976186,257.96686,16.053059,4.369693,58.974556,0.009711776,0.0025954512,0.03633996,36.0,0.0,0.6549887,0.062508695,0.61904764,0.0,0.11516426,39.5,6.6666665,0.1948999,36.0
amihud_illiq,0.008275596,0.0025738603,0.026608085,31.666666,6.3683243,157.46336,13.079263,4.2732615,40.03198,0.007957345,0.0021978219,0.028810043,59.0,0.0,0.6549887,0.029781308,0.61904764,0.0,0.4704331,53.5,6.6666665,0.19466329,37.0
climax,0.008647683,0.0023612801,0.031670287,30.5,4.7521925,195.75175,13.028835,2.8315768,59.949123,0.007998211,0.0016142986,0.03962798,45.0,0.0,0.6549887,0.03557992,0.5904762,0.0,0.5064859,50.5,7.1666665,0.1925123,38.0
vp_dist_hvn_below_atr,0.014792412,0.005228,0.04185452,43.166668,12.401836,150.2488,24.298553,10.967946,53.831383,0.0135378195,0.005721707,0.032031097,41.0,0.0,0.5679875,0.13133961,0.2,0.33333334,0.3860788,26.0,14.0,0.19154075,39.0
ffd_range_24_04,0.010878482,0.0029811894,0.039696027,33.833332,6.387923,179.19667,16.59664,4.6153674,59.68072,0.010016126,0.0024324143,0.041244112,37.0,0.0,0.6549887,0.070344776,0.54285717,0.0,0.31988314,36.0,8.0,0.19039808,40.0
trend_strength_vs_reversion,0.012356761,0.0035901759,0.04252982,33.833332,6.841459,167.3173,20.91941,4.7986684,91.1965,0.012029793,0.0027649964,0.05233856,22.0,0.0,0.6549887,0.093382336,0.4857143,0.0,0.35046378,31.0,9.0,0.19031204,41.0
accel_5h,0.014250492,0.0051463135,0.039460585,43.666668,7.586538,251.33702,22.804125,6.072076,85.64256,0.013266559,0.0034808242,0.050563194,29.0,0.0,0.6549887,0.12289431,0.34285715,0.16666667,0.19765602,28.0,11.5,0.18818897,42.0
ft_8,0.013109413,0.006303768,0.027262537,50.166668,11.991896,209.86627,20.723349,10.285285,41.75452,0.012602159,0.005462767,0.029072154,55.0,0.0,0.6549887,0.105111696,0.40952381,0.16666667,0.0,38.0,10.333333,0.18519239,43.0
rv_ratio_24_120,0.014263252,0.007588517,0.026808973,33.166668,11.186549,98.33486,26.12874,15.966879,42.757954,0.013610803,0.007939069,0.02333447,58.0,0.0,0.6549887,0.123093165,0.04761905,0.33333334,0.97385764,41.0,16.666666,0.17829889,44.0
session_progress,0.008643495,0.0021185454,0.035264764,35.333332,6.6999173,186.3373,12.831532,3.610908,45.597454,0.008093723,0.0023443648,0.027942901,50.0,0.0,0.6549887,0.035514653,0.54285717,0.0,0.36696878,48.5,8.0,0.17359579,45.0
vol_z_4h,0.010127932,0.0030944054,0.033148535,39.833332,4.4876375,353.5701,15.912698,4.2226987,59.96496,0.009780178,0.0019299145,0.049562756,39.0,0.0,0.6549887,0.058648176,0.552381,0.0,0.0,45.5,7.8333335,0.17035174,46.0
