,share_mu,share_std,share_stab,freq_mu,freq_std,freq_stab,mdi_depth_mu,mdi_depth_std,mdi_depth_stab,mdi_cov_mu,mdi_cov_std,mdi_cov_stab,blended_mu,blended_std,blended_stab,composite_rank,top30_support,top30_lift,global_importance,stability_score,frequency_score,interaction_support,median_rank,mean_abs_rank_dev,final_score,final_rank
breakout_t,0.013957346,0.0036232711,0.053765647,23.333334,5.280993,103.095085,47.06807,11.720187,189.02455,0.0153893195,0.0036466217,0.064945355,0.12783551,0.02788508,0.58604527,11.0,0.0,0.0,0.38844228,0.8836565,0.8333333,0.0,12.5,7.0,0.5595574,11.0
trapped_longs_12,0.011801528,0.0025339806,0.05496335,21.166666,3.2360814,138.44763,39.89631,8.927405,178.29541,0.012815759,0.0028484517,0.05766068,0.10820107,0.019833548,0.5902863,10.0,0.0,0.0,0.32397574,0.86149585,1.0,0.0,18.0,8.333333,0.5435606,12.0
funding_proxy,0.009371623,0.0008960417,0.09801701,37.166668,3.2360814,426.8623,38.840836,4.7168303,319.8357,0.010497618,0.001287589,0.085586295,0.10662327,0.01734463,0.65544903,6.0,0.0,0.0,0.25131303,0.9445983,1.0,0.0,19.5,3.3333333,0.52437174,13.0
accel_5h,0.010749167,0.004042431,0.028582944,22.833334,4.633813,112.51234,36.36317,11.424833,115.73737,0.011498955,0.003962328,0.033370778,0.10007361,0.035342373,0.28336322,23.0,0.0,0.0,0.29250643,0.84210527,1.0,0.0,28.5,9.5,0.52140486,14.0
dir_path_risk_short_2h,0.012651916,0.0064970693,0.02463741,34.333332,9.877022,119.34547,45.7315,21.638992,96.64822,0.013696865,0.0069408407,0.027029017,0.13046573,0.07537366,0.22582565,33.5,0.33333334,0.0,0.34940532,0.71468145,0.8333333,0.0,18.5,17.166666,0.4958433,15.0
body_pct,0.010186286,0.002487445,0.04171365,27.833334,5.4898896,141.11293,38.922787,9.530216,158.96631,0.011513306,0.0030537583,0.043407567,0.10611632,0.026284143,0.42842075,15.0,0.0,0.0,0.2756743,0.8365651,0.8333333,0.16497183,19.5,9.833333,0.49401075,16.0
rsi_slope_G_VOL_1,0.010456261,0.0035871293,0.030479357,25.166666,6.2294106,101.67272,36.40371,11.99432,110.48813,0.011174284,0.0039874744,0.031314213,0.09769514,0.028083155,0.33985996,22.0,0.0,0.0,0.28374752,0.8033241,0.8333333,0.0,26.5,11.833333,0.48189217,17.0
ft_drop_8,0.011054296,0.0037044436,0.032986727,24.833334,6.1214557,100.7431,37.863903,12.7136755,112.76638,0.011878757,0.004045729,0.034877487,0.10604761,0.041807286,0.26899847,18.0,0.0,0.0,0.30163088,0.7479224,0.8333333,0.0,20.5,15.166667,0.47787762,18.0
dir_path_risk_long_2h,0.011368807,0.0051589874,0.025053324,27.833334,7.3579135,105.28725,40.614216,17.506746,94.22164,0.01258585,0.0058703492,0.026983682,0.1108969,0.04517571,0.27222866,33.5,0.33333334,0.0,0.31103587,0.70914125,0.8333333,0.0,22.5,17.5,0.47335505,19.0
breakout_min,0.008398402,0.0014196896,0.04968209,17.833334,3.7601714,84.578,28.299974,5.972996,134.0849,0.009244317,0.0018878729,0.0452665,0.07784125,0.021908572,0.2765703,13.0,0.0,0.0,0.22221027,0.86149585,0.8333333,0.0,34.5,8.333333,0.46258962,20.0
dip_velocity,0.0091639785,0.0029410413,0.028554,32.5,7.4105783,142.53275,36.349575,10.654887,124.00805,0.010127995,0.0031496827,0.032567177,0.102035925,0.04046512,0.25729144,24.0,0.6666667,0.6666667,0.24510373,0.80609417,0.8333333,0.0,24.0,11.666667,0.4613306,21.0
dn_vol_6,0.008364618,0.0016896379,0.041409362,22.0,2.1602468,224.04846,30.190289,6.3515286,143.50145,0.009295011,0.0020418197,0.04231384,0.08186872,0.018740999,0.3576377,17.0,0.33333334,0.0,0.22120002,0.8476454,0.8333333,0.0,30.0,9.166667,0.45857137,22.0
G_VOL,0.008475873,0.0027409953,0.026209611,34.0,8.944272,129.24474,34.73671,9.434966,127.890114,0.009528628,0.002896952,0.03134147,0.09481433,0.030011663,0.29954213,29.0,0.6666667,0.33333334,0.22452694,0.77562326,0.8333333,0.0,20.5,13.5,0.44239563,23.0
trend_t,0.009321841,0.00280173,0.031015383,19.833334,4.844814,81.1922,30.549055,9.805705,95.17365,0.009723055,0.003172083,0.029803067,0.08164868,0.02200462,0.3029594,25.0,0.33333334,0.0,0.24982439,0.8088643,0.6666667,0.0,37.0,11.5,0.43961948,24.0
signed_max_bar_ret_5h,0.008677529,0.0025685485,0.029315976,17.0,3.8729835,74.61948,30.005919,9.606726,93.721344,0.009946578,0.0032456974,0.030481715,0.08191735,0.028651454,0.23420984,27.0,1.0,1.0,0.23055717,0.8365651,0.5,0.0,40.5,9.833333,0.41094774,25.0
trend_overextension_z,0.008635467,0.002488085,0.02997136,20.833334,5.9558563,72.87412,30.207918,10.240965,89.10471,0.009608927,0.003036003,0.030412184,0.080192626,0.020677218,0.3110117,28.0,0.0,0.0,0.22929937,0.8144044,0.5,0.0,38.5,11.166667,0.40471578,26.0
is_trending,0.012070609,0.005986965,0.02433614,20.333334,9.303524,44.439552,37.439476,19.265472,72.75785,0.012751809,0.0066320873,0.02451847,0.09923406,0.04814147,0.20455126,39.0,0.0,0.0,0.33202222,0.46537396,0.6666667,0.0,16.5,32.166668,0.3989557,27.0
atr_slope,0.0083108265,0.0030056497,0.022980003,23.333334,5.8214164,93.52439,30.835575,9.602491,99.01938,0.009395195,0.003312936,0.026643947,0.0829588,0.023662528,0.2908465,35.0,0.0,0.0,0.21959148,0.6980609,0.6666667,0.0,25.0,18.166666,0.39529055,28.0
rsi_slope_base,0.008960264,0.0039536944,0.02030666,23.5,3.5939765,153.65988,31.495256,12.109335,81.916245,0.010178256,0.0044625164,0.023214905,0.08358851,0.02669694,0.26171684,42.5,0.0,0.0,0.23901194,0.73961216,0.5,0.0,41.0,15.666667,0.39135963,29.0
vp_dist_poc_atr,0.008317683,0.0029330219,0.02358791,27.333334,7.520343,99.34535,34.383057,13.518374,87.45095,0.009567002,0.0037234013,0.024581697,0.09413564,0.039408155,0.22486511,37.0,0.0,0.0,0.21979651,0.73961216,0.5,0.0,29.5,15.666667,0.38079113,30.0
jump_rate_10h,0.0077840355,0.0028450794,0.021296842,19.166666,5.0470014,72.787994,31.518572,10.924277,90.93694,0.0089529045,0.0030570377,0.02621966,0.0873633,0.035813168,0.21311566,40.0,0.6666667,0.6666667,0.20383857,0.6703601,0.6666667,0.0,28.5,19.833334,0.37970126,31.0
pct_breakout_t,0.010713761,0.006540494,0.017549848,22.666666,9.213516,55.76348,34.98583,20.427996,59.91817,0.01106054,0.0068380786,0.017890338,0.09841318,0.06198061,0.15626103,51.0,0.0,0.0,0.29144767,0.54847646,0.5,0.0,34.5,27.166666,0.3724153,32.0
clv_collapse,0.0066639474,0.0015807899,0.02809241,29.833334,4.8790936,182.41663,27.326847,6.326999,118.026985,0.0074890074,0.001906585,0.02941659,0.0745644,0.022190342,0.25055268,30.0,0.0,0.0,0.170344,0.76454294,0.5,0.15268669,36.5,14.166667,0.3674593,33.0
time_since_event_extreme_12h,0.0065656705,0.0014852342,0.0290244,27.833334,5.9558563,130.07272,26.727215,5.632837,126.81781,0.0072267074,0.0014303104,0.036513265,0.07293704,0.018580927,0.286305,21.0,0.33333334,0.0,0.16740516,0.80055404,0.5,0.0,41.0,12.0,0.36721134,34.0
loc_bb_channel_pos_24,0.007027622,0.0014946968,0.033041798,16.333334,3.091206,86.30216,25.072485,6.3253837,99.38203,0.007537452,0.0017996322,0.031569332,0.06868788,0.022188418,0.21263458,19.0,0.0,0.0,0.18121913,0.7562327,0.5,0.0,42.0,14.666667,0.3637287,35.0
vp_in_hvn_below_zone,0.008632601,0.00424059,0.017573452,25.833334,8.513062,78.39261,37.07222,18.661871,73.644775,0.009688286,0.0050162263,0.018711854,0.10482386,0.05993219,0.18334122,49.0,0.0,0.0,0.22921367,0.53185594,0.6666667,0.0,18.5,28.166666,0.3590315,36.0
vp_dist_lvn_below_atr,0.0074425275,0.0028332989,0.01955008,19.666666,4.714045,82.04796,26.256174,9.30804,74.063576,0.0077499133,0.002849509,0.02107772,0.07104666,0.028488686,0.17718005,45.0,0.0,0.0,0.19362627,0.59279776,0.5,0.0,50.5,24.5,0.3296939,37.0
press_12,0.006989566,0.0044515743,0.010974553,24.333334,7.133645,83.00261,28.936647,15.832251,52.887592,0.007862765,0.004677767,0.013216365,0.082557596,0.056476843,0.12068232,87.0,0.0,0.0,0.18008114,0.66481996,0.33333334,0.16402912,54.5,20.166666,0.32345107,38.0
ret28h,0.0060538608,0.0016255352,0.022545947,20.166666,4.3748016,92.962944,22.74333,5.8558173,88.33251,0.0065297005,0.0016342136,0.026090216,0.060959004,0.015245068,0.24375097,38.0,0.0,0.0,0.15210025,0.73961216,0.33333334,0.0,53.0,15.666667,0.3185582,39.0
mr_tape,0.0076024295,0.0042228154,0.0136868255,20.333334,5.9628477,69.33674,26.00083,12.900411,52.404778,0.0079656,0.0041631716,0.015240971,0.07339644,0.043359306,0.12424176,72.0,0.0,0.0,0.1984079,0.4293629,0.6666667,0.0,38.0,34.333332,0.31646508,40.0
atr_pct_base,0.005138766,0.00082452386,0.03202687,20.833334,3.1313825,138.6058,21.49642,3.9404006,117.27134,0.0058653923,0.0011068507,0.031081723,0.05824738,0.015451283,0.2195777,20.0,0.0,0.0,0.1247357,0.7783933,0.33333334,0.0,49.0,13.333333,0.31320298,41.0
loc_pullback_depth_48,0.0054765404,0.0016958684,0.017685626,21.833334,5.335937,89.3366,22.983862,7.0178757,75.27319,0.006194018,0.001969782,0.019477213,0.061468005,0.017869167,0.2114433,47.0,0.0,0.0,0.13483635,0.72853184,0.33333334,0.0,61.5,16.333334,0.30629295,42.0
body_ratio,0.0055480096,0.0011117075,0.027687509,18.5,4.1932487,81.6193,21.232248,4.084586,110.36819,0.0060375608,0.0012284981,0.029672118,0.05727343,0.014411923,0.22760639,31.0,0.0,0.0,0.13697352,0.8088643,0.16666667,0.0,49.5,11.5,0.3025515,43.0
ft_drop,0.007550622,0.0035396635,0.016106587,20.5,5.619905,74.77884,25.161442,10.683678,59.258453,0.007967696,0.0037124513,0.017100338,0.06967582,0.035759207,0.13576141,56.0,0.0,0.0,0.19685867,0.46814406,0.5,0.0,48.0,32.0,0.3003083,44.0
v_power,0.006312934,0.0027301866,0.014597223,21.666666,5.9066815,79.476845,24.645203,9.2028,66.00014,0.006811744,0.0026202055,0.01770848,0.06629009,0.025693635,0.17102976,58.5,0.0,0.0,0.15984745,0.5235457,0.5,0.0,40.5,28.666666,0.2938025,45.0
z_vwap_12,0.0050349594,0.00089883,0.028204236,13.5,2.9860787,61.03322,18.956463,3.2537222,110.441956,0.00565035,0.0009356264,0.034123078,0.051076077,0.012307479,0.21196587,26.0,0.0,0.0,0.12163151,0.8227147,0.0,0.35438392,62.5,10.666667,0.2902952,46.0
zscore_price_200,0.006020993,0.0023611668,0.015353576,20.833334,6.175669,70.28028,23.16735,9.172479,58.514847,0.0065832473,0.0026892293,0.016115822,0.062835775,0.02708242,0.14578956,63.0,0.0,0.0,0.15111738,0.5706371,0.33333334,0.18272492,56.5,25.833334,0.2849101,47.0
ft_4,0.0052546733,0.0017027511,0.01621587,16.166666,3.4359214,76.06725,19.55185,6.382663,59.892685,0.0056951866,0.0020477623,0.015839314,0.053456705,0.02257092,0.12660624,58.5,0.0,0.0,0.12820174,0.59279776,0.33333334,0.21029375,65.0,24.5,0.27922508,48.0
zscore_price_50,0.00409428,0.00036262473,0.046227198,16.166666,1.3437096,194.50714,15.478051,1.2171745,196.82474,0.004415131,0.0004888078,0.039879445,0.041051075,0.007553722,0.22309409,14.0,0.0,0.0,0.09350188,0.88088644,0.0,0.0,83.5,7.1666665,0.27164763,49.0
shock_12h,0.0017822292,0.0002492189,0.012745185,6.6666665,0.94280905,47.140453,7.2916074,0.7676806,69.25737,0.0019360544,0.00017948376,0.020883823,0.018001026,0.004722083,0.0686216,67.0,0.0,0.0,0.024363423,0.84487534,0.0,0.8764647,164.5,9.333333,0.26844195,50.0
dist_ema200_atr,0.007921756,0.0038395652,0.016344095,12.666667,5.849976,27.426512,24.26046,12.1594305,48.404396,0.008344712,0.004244882,0.016404275,0.06491022,0.033761363,0.124797575,62.0,0.0,0.0,0.20795691,0.29639888,0.5,0.0,38.0,42.333332,0.263476,51.0
bars_in_high_vol_state_log_norm_G_VOL_1,0.005133308,0.0017794531,0.0148084,14.0,3.3665016,58.220676,20.868282,6.316884,68.93988,0.005785265,0.0019695652,0.016993238,0.0573326,0.024590569,0.13367024,57.0,0.0,0.0,0.12457248,0.67867035,0.16666667,0.0,65.5,19.333334,0.26318246,52.0
adx_14_slope,0.005112934,0.0015572963,0.016786845,18.166666,3.7155828,88.82262,19.53675,5.0844173,75.06949,0.0056485157,0.001634493,0.01952026,0.053491637,0.020067137,0.14258912,48.0,0.0,0.0,0.12396322,0.61772853,0.16666667,0.21106689,63.5,23.0,0.25816524,53.0
loc_prev_week_range_pos_24,0.0041788477,0.0012639209,0.013816345,13.666667,2.2852182,81.73302,16.464859,3.981784,68.08294,0.004596405,0.0011872611,0.017794687,0.044228263,0.015724566,0.12440021,64.0,0.0,0.0,0.09603076,0.7202216,0.16666667,0.0,89.5,16.833334,0.2578723,54.0
ffd_rv_12_05,0.0013843199,0.00031425903,0.0060979673,7.1666665,2.3392782,21.955965,5.660633,1.3333424,24.031908,0.0014664012,0.00032502448,0.006615909,0.013274256,0.004326096,0.040730923,154.0,0.0,0.0,0.012464532,0.90581715,0.0,0.46935692,177.5,5.6666665,0.2567776,55.0
shock_vol_ratio,0.0043628593,0.0007467985,0.02548819,12.666667,2.3570225,68.070816,17.114996,2.773415,105.618195,0.004815712,0.0007810834,0.029690916,0.044885892,0.0033628594,0.5991162,32.0,0.0,0.0,0.10153335,0.7922438,0.0,0.0,76.5,12.5,0.25390428,56.0
align,0.004485763,0.0014205695,0.014164792,22.833334,4.913134,106.11578,19.372177,5.915092,63.444695,0.0050790515,0.0015453056,0.016693635,0.052671384,0.021284083,0.13034505,65.0,0.0,0.0,0.10520861,0.6703601,0.16666667,0.0,68.5,19.833334,0.25045475,57.0
ret2h,0.0018094279,0.00058275636,0.0056181788,9.5,2.43242,37.10297,7.382563,2.222229,24.525932,0.0020400202,0.0006242878,0.006666288,0.018086614,0.0050290585,0.065047085,156.5,0.0,0.0,0.02517676,0.74515235,0.0,0.96502113,167.5,15.333333,0.24838637,58.0
stall_x_flow,0.004279353,0.0011286349,0.016225677,20.0,3.1622777,126.491104,18.272121,5.335616,62.57392,0.004944357,0.001518263,0.016101733,0.048814826,0.01565201,0.1522416,55.0,0.0,0.0,0.099036224,0.6731302,0.16666667,0.0,71.5,19.666666,0.24775249,59.0
ts_12,0.0043644565,0.0009916308,0.019209247,13.666667,0.74535596,250.58868,17.532305,3.1564367,97.3825,0.0047590975,0.0010643218,0.02128023,0.047334615,0.013711202,0.16341133,42.5,0.0,0.0,0.10158111,0.76454294,0.0,0.0,74.5,14.166667,0.24700534,60.0
loc_range_pos_48,0.004438301,0.0009061306,0.021739159,19.0,3.2145503,112.30187,17.892916,4.3612757,73.4089,0.0049523427,0.0011122628,0.022050273,0.04702207,0.010988773,0.2012122,44.0,0.0,0.0,0.10378933,0.6454294,0.16666667,0.0,65.0,21.333334,0.24344148,61.0
up_down_semivol_ratio_tanh,0.0025055725,0.00024913187,0.025199078,10.5,1.8027756,61.155697,10.721651,1.4535478,79.08498,0.0027541118,0.00034406726,0.02204549,0.027423956,0.005037108,0.14930658,36.0,0.0,0.0,0.045993935,0.83102494,0.0,0.19395335,126.0,10.166667,0.24275057,62.0
trend_alignment_1_3_6,0.003532175,0.0008843616,0.0141076455,14.5,2.43242,86.436554,14.964526,3.7079606,60.393585,0.003909541,0.000923406,0.01655232,0.038971,0.008564539,0.17732875,66.0,0.0,0.0,0.07669297,0.7562327,0.0,0.14950572,98.5,14.666667,0.23871459,63.0
ffd_vol_price_corr_10h_04,0.001785752,0.0004603114,0.0069277235,8.666667,2.6246693,28.617361,7.0710344,1.9225014,26.007538,0.0019291625,0.00051305065,0.007253997,0.017243987,0.0050824466,0.05850629,140.0,0.0,0.0,0.024468768,0.7617729,0.0,0.6916891,169.5,14.333333,0.23848549,64.0
flow_persistence,0.0018741495,0.00027949785,0.012566954,8.5,0.9574271,75.46266,7.671501,0.84026,70.040146,0.0020633375,0.00025267448,0.016849194,0.019116469,0.005201713,0.07025366,71.0,0.0,0.0,0.027112165,0.8504155,0.0,0.1718868,158.5,9.0,0.23610991,65.0
dist_vwap_96_atr,0.005042618,0.0020644034,0.012317359,22.166666,3.8908725,126.28558,20.0756,7.678746,52.486397,0.005599832,0.0022130813,0.014169439,0.052398067,0.01716629,0.15993889,80.0,0.0,0.0,0.121860534,0.46814406,0.33333334,0.0,60.0,32.0,0.2340593,66.0
wick_ratio,0.0013703882,0.00028832848,0.0065132794,8.0,2.236068,28.62167,6.1376724,1.3178827,28.584503,0.001587605,0.0003486455,0.0072293766,0.014762962,0.0056639025,0.03847966,146.5,0.0,0.0,0.012047927,0.84210527,0.0,0.32905844,172.0,9.5,0.23360561,67.0
vp_dist_hvn_above_atr,0.004592379,0.0016559791,0.012735635,15.333333,3.1446605,74.76518,17.423878,6.033863,50.314617,0.0050420603,0.0020961731,0.012127992,0.045858968,0.015315486,0.13731493,81.0,0.0,0.0,0.108396806,0.59279776,0.16666667,0.0,90.0,24.5,0.2328177,68.0
trapped_longs_24,0.0015222703,0.0006428603,0.0036046815,7.3333335,2.748737,19.56454,5.988771,2.1923542,16.3593,0.0017046996,0.000693608,0.0041896873,0.014186341,0.006040578,0.033316724,183.0,0.0,0.0,0.016589735,0.71468145,0.0,0.88537955,177.0,17.166666,0.2320637,69.0
pct_extreme,0.005425798,0.0026434362,0.011136747,18.166666,6.0392237,54.647385,21.247927,9.629344,46.885265,0.006125618,0.0029200276,0.012850288,0.058920696,0.032178927,0.10788576,88.5,0.0,0.0,0.13331896,0.43490306,0.33333334,0.0,68.5,34.0,0.2320512,70.0
shock_decay,0.0057699396,0.003262303,0.010205124,20.5,8.036376,52.293472,23.044744,12.385665,42.87701,0.0063759056,0.0034537895,0.01177031,0.06383201,0.042717036,0.09538409,99.0,0.0,0.0,0.14361002,0.4099723,0.33333334,0.0,50.0,35.5,0.2314786,71.0
dn_vol,0.0044962824,0.0017036281,0.011866765,15.5,2.8722813,83.64431,17.287987,6.2223377,48.032513,0.004928381,0.001933132,0.012564555,0.04588638,0.018132214,0.116122596,85.0,0.0,0.0,0.10552318,0.47922438,0.33333334,0.0,89.0,31.333334,0.22784385,72.0
ret24h_G_VOL_1,0.002556459,0.00075599155,0.008644915,8.833333,1.2133516,64.30764,10.239459,2.9691803,35.311607,0.0028408265,0.0008479936,0.009516929,0.02601328,0.008226016,0.08226226,114.0,0.0,0.0,0.047515623,0.6509695,0.0,0.7758134,114.5,21.0,0.22766665,73.0
up_vol,0.0036373741,0.00082741375,0.015990175,13.333333,2.748737,64.67617,14.699243,3.055144,70.7226,0.004035109,0.00091672846,0.017761098,0.038416862,0.008402517,0.17564441,52.0,0.0,0.0,0.07983879,0.734072,0.0,0.0,93.0,16.0,0.22742935,74.0
dist_vwap_12_atr,0.005207066,0.0021129008,0.012832375,14.333333,4.818944,42.632668,19.4069,7.8914843,47.725845,0.0056304038,0.0023000957,0.013782663,0.05067673,0.018410958,0.13948926,79.0,0.0,0.0,0.12677811,0.4293629,0.33333334,0.0,67.0,34.333332,0.22706869,75.0
tail_asymmetry_q90_q10_atr_norm,0.005618386,0.0040761256,0.0077441838,17.666666,6.823163,45.742878,22.015265,14.58902,33.22169,0.0061204038,0.004278601,0.008755044,0.05834355,0.036810536,0.0924727,126.0,0.0,0.0,0.13907802,0.49584487,0.16666667,0.0,70.5,30.333334,0.22545414,76.0
decel_8,0.0037721386,0.0010143652,0.014027522,17.166666,4.597705,64.09599,15.864411,4.628372,54.377552,0.004137706,0.0011479813,0.014913668,0.041920263,0.013281628,0.13231124,70.0,0.0,0.0,0.08386872,0.65373963,0.0,0.30748016,89.0,20.833334,0.22493671,77.0
flow_ratio,0.0037718045,0.0012057105,0.011799275,13.5,1.2583058,144.83762,16.235733,5.2730923,49.989456,0.0043169074,0.0014429117,0.012915336,0.04318041,0.016696112,0.11167556,84.0,0.0,0.0,0.08385873,0.5706371,0.16666667,0.20229855,84.5,25.833334,0.2238965,78.0
ffd_diff_8_04,0.0048638145,0.0014471668,0.016346902,8.666667,2.6874192,27.94916,16.257149,4.040023,65.41916,0.0054130317,0.0015173389,0.019310724,0.043425962,0.014623945,0.12895386,50.0,0.0,0.0,0.11651368,0.6371191,0.0,0.0,83.0,21.833334,0.2233623,79.0
dir_path_long_2h,0.0038489664,0.0010234126,0.0144756315,14.333333,2.6246693,78.274414,15.050036,3.0124493,75.18918,0.0042891027,0.0009217484,0.019958159,0.03940935,0.00875704,0.1773541,53.0,0.0,0.0,0.08616614,0.7036011,0.0,0.0,89.5,17.833334,0.22329167,80.0
press_24,0.003347257,0.00050355867,0.022249898,17.833334,2.7938426,113.83168,13.776918,2.3309777,81.42656,0.0037210218,0.00061606,0.02247509,0.03620139,0.009822669,0.13342,41.0,0.0,0.0,0.07116327,0.69529086,0.0,0.16497183,91.0,18.333334,0.2212111,81.0
progress,0.00096749497,0.00036857356,0.0025396466,4.8333335,1.3437096,17.385536,3.9727504,1.3530456,11.664609,0.0010529408,0.00035539272,0.0031196037,0.0083840145,0.0025223682,0.02786734,194.0,0.0,0.0,0.0,0.8836565,0.0,0.0,191.0,7.0,0.22091413,82.0
climax,0.0015643269,0.0005984457,0.0040891245,9.0,3.3166249,24.422419,6.4569263,2.325551,17.927752,0.0017905813,0.00066208176,0.0048425766,0.01539725,0.0070923013,0.033427134,177.0,0.0,0.0,0.017847378,0.6980609,0.0,0.71917325,172.0,18.166666,0.22028996,83.0
mr_soft,0.0013876529,0.00052347506,0.0036784576,6.6666665,2.4267032,18.314741,5.443127,1.7120465,17.30539,0.0014944389,0.00053042994,0.004210448,0.012707398,0.006054721,0.026669765,180.0,0.0,0.0,0.012564203,0.767313,0.0,0.40602705,177.5,14.0,0.21903992,84.0
dist_weekly_vwap,0.0015202428,0.0004714751,0.00490193,6.8333335,2.2669117,20.598263,6.1012545,1.7282565,21.539227,0.0016772756,0.00045966756,0.006120192,0.014333888,0.004419876,0.046485547,165.0,0.0,0.0,0.016529106,0.8393352,0.0,0.0,175.0,9.666667,0.2189248,85.0
ffd_strength_04,0.0040201964,0.0011725262,0.013783895,11.166667,2.7938426,44.63188,15.92876,4.4198337,57.406097,0.0044459174,0.0012451024,0.015875146,0.042135365,0.011841171,0.14993356,69.0,0.0,0.0,0.091286525,0.61495847,0.0,0.29746214,74.0,23.166666,0.2188203,86.0
vp_in_hvn_above_zone,0.0021414736,0.00045759339,0.0100218,11.833333,2.034426,68.82913,9.334075,2.3842673,36.541603,0.0024440102,0.00056881265,0.010501148,0.023225984,0.005396115,0.09996939,108.5,0.0,0.0,0.035106096,0.7534626,0.0,0.21481086,146.5,14.833333,0.21841456,87.0
lr_6h,0.0057292366,0.0027120404,0.01210312,11.0,3.6514838,33.137215,19.100252,9.095327,40.11067,0.0061290115,0.0031266266,0.0120144775,0.04988296,0.022760067,0.10932788,88.5,0.0,0.0,0.14239284,0.3601108,0.33333334,0.0,67.0,38.5,0.21834376,88.0
ret5h,0.0017322059,0.0003495061,0.008585079,8.333333,1.6996732,40.85753,7.765821,1.7761384,33.954548,0.0020199914,0.00044896718,0.0090883365,0.019448025,0.00699704,0.054055102,116.0,0.0,0.0,0.02286755,0.71468145,0.0,0.54071844,158.5,17.166666,0.21828343,89.0
clv_t,0.0052873176,0.002532732,0.011037775,16.166666,4.81029,54.333755,18.784002,8.452271,41.744843,0.005672931,0.002725695,0.011806951,0.049092144,0.021438066,0.11241865,96.0,0.0,0.0,0.12917791,0.38781163,0.33333334,0.0,75.0,36.833332,0.21800077,90.0
excess_12h,0.0016458988,0.00044044014,0.0061506266,9.0,2.5166116,32.18614,6.517002,1.7669226,24.036886,0.0017609423,0.0004719641,0.006570241,0.016074527,0.0073001157,0.035395384,153.0,0.0,0.0,0.020286664,0.72853184,0.0,0.4910292,177.0,16.333334,0.21784209,91.0
