asset,d,n_rows,warmup_bars,K_d,ic_overall_mean,ic_overall_std,ic_event_mean,ic_event_std,ic_nonevent_mean,ic_nonevent_std,ic_ir_event,n_folds_used
1000CAT/USDC,0.4,8672,1457,1458,0.022830498780117774,0.048850320604750336,0.010372733922399586,0.06336310845121851,0.025274930938924516,0.049006745481435444,0.16370304444079192,4
1000CAT/USDC,0.5,8672,1457,927,0.024799634183174084,0.04421632714749,0.008061274251671796,0.05566882887248331,0.02866480455998401,0.04345075224097924,0.1448076826859338,4
1000CAT/USDC,0.6,8672,1457,590,0.028025954864958413,0.03853323114910734,0.010227205680482408,0.046857686592647725,0.03250035059373681,0.03836094804847142,0.21826099848100747,4
1000CAT/USDC,0.7,8672,1457,372,0.0330018727433542,0.03338481191187373,0.01642473963727761,0.03771879598080942,0.03679435580436281,0.035212685122982174,0.4354523726097148,4
1000CAT/USDT,0.4,8719,1457,1458,0.028117256295262728,0.04785790508405437,0.04808251929942143,0.10125872617138,0.02206361247836752,0.04840892569017361,0.4748481503035482,4
1000CAT/USDT,0.5,8719,1457,927,0.025981479370652618,0.044266508958223,0.047543219627976835,0.09903458511447631,0.019032801292406972,0.04447014897598246,0.48006682809801976,4
1000CAT/USDT,0.6,8719,1457,590,0.02320850759200494,0.0410727647545961,0.04499898911197067,0.09868703072962387,0.016912315490510935,0.04006833049210795,0.4559767207839009,4
1000CAT/USDT,0.7,8719,1457,372,0.02311596430436689,0.03780069436854906,0.04378468996445792,0.09531559672085364,0.01720429754082211,0.036639359669410995,0.459365424037817,4
1000CHEEMS/USDT,0.4,7422,1457,1458,-0.004483166864137326,0.03432722891730278,0.006859563965908982,0.048106190488892205,-0.013759221823028885,0.04797993375497857,0.14259212283501732,4
1000CHEEMS/USDT,0.5,7422,1457,927,0.0011782375705992848,0.03421627175273699,0.011411578669726164,0.04406544063703261,-0.008789078893974574,0.04721226749993116,0.25896889366781856,4
1000CHEEMS/USDT,0.6,7422,1457,590,0.003956861092910059,0.03547470271168991,0.015249370109525606,0.043284349354453966,-0.006587479982104858,0.04699303775097612,0.35230678027160095,4
1000CHEEMS/USDT,0.7,7422,1457,372,0.005771362157620844,0.03553507223568905,0.017522806256834215,0.042670833607534514,-0.0056506268300554625,0.04600301189823292,0.41065065677764273,4
1000SATS/USDT,0.4,16050,1457,1458,-0.007824902629962117,0.022591922531340944,-0.0013604615236818352,0.06051548704049436,-0.00899561418879432,0.018418306164155844,-0.022481212128231915,4
1000SATS/USDT,0.5,16050,1457,927,-0.00882626468051974,0.020485961263982406,-0.000549615724247136,0.061605487524913134,-0.010458456630920925,0.013540353299496771,-0.008921538281850855,4
1000SATS/USDT,0.6,16050,1457,590,-0.010462372849387534,0.019927110699181506,-0.003195362410318774,0.060361403820755166,-0.012290464982586246,0.011645422720473458,-0.05293717765196966,4
1000SATS/USDT,0.7,16050,1457,372,-0.013060024165514413,0.019137981211060077,-0.00655549390452877,0.05921051302620785,-0.014277401601812892,0.011204800753325228,-0.11071503114509643,4
1INCH/USDT,0.4,16050,1457,1458,0.006266551380269042,0.012572075960165482,0.0006427051917534251,0.014612825067070212,0.007111898068452808,0.01065038396655293,0.04398226522395636,4
1INCH/USDT,0.5,16050,1457,927,0.00757853082782391,0.013565476237196256,0.005344667633529496,0.013302128109290686,0.004227418818266292,0.014078524802621107,0.4017903893141879,4
1INCH/USDT,0.6,16050,1457,590,0.0097704122584225,0.016788310239696198,0.008451191807035654,0.01566582273136226,0.004898981431996226,0.018117395663638545,0.5394668005945169,4
1INCH/USDT,0.7,16050,1457,372,0.011870160308267477,0.020646171216584155,0.011963645128833304,0.02176362564542472,0.008906418920108242,0.02246328376518502,0.5497082505478642,4
