fold_id,seed,group,gain,split
0,42,location,2325.6763,474.0
0,42,regime,2480.0986,591.0
1,42,location,997.2522,195.0
1,42,regime,1206.179,273.0
2,42,location,606.1198,106.0
2,42,regime,436.96127,100.0
3,42,location,2141.6816,726.0
3,42,regime,2634.5366,923.0
