canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(*)|(momentum_accel<=-0.093773283&regime_stability_24h<=-0.58826649&rv_24h>-0.20179744&volume_entropy_24<=0.027641356),4,4,regime,liquidity|unknown|volatility,,liquidity|unknown|volatility
(*)|(*)|(momentum_accel>-0.093773283&regime_stability_24h<=-0.58826649&rv_24h>-0.20179744&volume_entropy_24<=0.027641356),4,4,regime,liquidity|unknown|volatility,,liquidity|unknown|volatility
(*)|(distance_to_ema<=0.53515905)|(regime_stability_24h<=-0.58826649&volume_entropy_24>0.027641356),3,3,location|regime,liquidity|unknown,context,context|liquidity|unknown
(*)|(distance_to_ema>0.53515905)|(regime_stability_24h<=-0.58826649&volume_entropy_24>0.027641356),3,3,location|regime,liquidity|unknown,context,context|liquidity|unknown
(*)|(*)|(direction_entropy_20<=-0.81336838&regime_stability_24h>-0.58826649),2,2,regime,path_structure|unknown,,path_structure|unknown
(*)|(zscore_price_200<=1.2793149)|(direction_entropy_20>-0.81336838&regime_stability_24h>-0.58826649&volume_entropy_24<=-0.34010288),4,4,location|regime,liquidity|path_structure|unknown,context,context|liquidity|path_structure|unknown
(*)|(zscore_price_200>1.2793149)|(direction_entropy_20>-0.81336838&regime_stability_24h>-0.58826649&volume_entropy_24<=-0.34010288),4,4,location|regime,liquidity|path_structure|unknown,context,context|liquidity|path_structure|unknown
(*)|(zscore_price_50<=-0.72584391)|(direction_entropy_20>-0.81336838&regime_stability_24h>-0.58826649&volume_entropy_24>-0.34010288),4,4,location|regime,liquidity|path_structure|unknown,context,context|liquidity|path_structure|unknown
(*)|(zscore_price_50<=-0.033695474&zscore_price_50>-0.72584391)|(direction_entropy_20>-0.81336838&regime_stability_24h>-0.58826649&volume_entropy_24>-0.34010288),5,5,location|regime,liquidity|path_structure|unknown,context,context|liquidity|path_structure|unknown
(*)|(zscore_price_50>-0.033695474)|(direction_entropy_20>-0.81336838&regime_stability_24h>-0.58826649&rv_24h<=0.37565202&volume_entropy_24>-0.34010288),5,5,location|regime,liquidity|path_structure|unknown|volatility,context,context|liquidity|path_structure|unknown|volatility
(*)|(zscore_price_50>-0.033695474)|(direction_entropy_20>-0.81336838&regime_stability_24h>-0.58826649&rv_24h>0.37565202&volume_entropy_24>-0.34010288),5,5,location|regime,liquidity|path_structure|unknown|volatility,context,context|liquidity|path_structure|unknown|volatility
(*)|(*)|(amihud_illiq<=0.52834857&autocorr_24h<=0.10639026&bollinger_band_width<=-0.0037896861&rv_8h<=0.80210441&spectral_entropy_ret_24>0.11832467),5,5,regime,compression|liquidity|path_structure|unknown,,compression|liquidity|path_structure|unknown
(*)|(*)|(amihud_illiq>0.52834857&autocorr_24h<=0.10639026&bollinger_band_width<=-0.0037896861&range_24h_pct<=0.060787916&rv_8h<=0.80210441&spectral_entropy_ret_24>0.11832467),6,6,regime,compression|liquidity|path_structure|unknown,,compression|liquidity|path_structure|unknown
(*)|(*)|(amihud_illiq>0.52834857&autocorr_24h<=0.10639026&bollinger_band_width<=-0.0037896861&range_24h_pct>0.060787916&rv_8h<=0.80210441&spectral_entropy_ret_24>0.11832467),6,6,regime,compression|liquidity|path_structure|unknown,,compression|liquidity|path_structure|unknown
(*)|(*)|(autocorr_24h<=0.10639026&bollinger_band_width>-0.0037896861&rv_8h<=0.80210441),3,3,regime,compression|unknown,,compression|unknown
(*)|(*)|(autocorr_24h<=0.10639026&choppiness_index_20<=0.40718138&rv_8h>0.80210441),3,3,regime,path_structure|unknown,,path_structure|unknown
(*)|(*)|(autocorr_24h<=0.10639026&choppiness_index_20>0.40718138&rv_8h>0.80210441),3,3,regime,path_structure|unknown,,path_structure|unknown
(*)|(*)|(autocorr_24h>0.10639026&ret24h<=0.52313882&volume_entropy_12<=-0.26813155),3,3,regime,unknown,,unknown
(*)|(*)|(autocorr_24h>0.10639026&ret24h>0.52313882&volume_entropy_12<=-0.26813155),3,3,regime,unknown,,unknown
(*)|(*)|(autocorr_24h>0.10639026&rolling_range_20<=0.28017423&variance_ratio_10_48<=0.19668001&volume_entropy_12>-0.26813155),4,4,regime,compression|unknown|volatility,,compression|unknown|volatility
(*)|(*)|(autocorr_24h>0.10639026&rolling_range_20<=0.28017423&variance_ratio_10_48>0.19668001&volume_entropy_12>-0.26813155),4,4,regime,compression|unknown|volatility,,compression|unknown|volatility
(*)|(*)|(accel_5h<=-1.1458577&autocorr_24h>0.10639026&rolling_range_20>0.28017423&volume_entropy_12>-0.26813155),4,4,regime,compression|unknown,,compression|unknown
(*)|(*)|(accel_5h>-1.1458577&autocorr_24h>0.10639026&rolling_range_20>0.28017423&volume_entropy_12>-0.26813155),4,4,regime,compression|unknown,,compression|unknown
(*)|(dist_rolling_7d_high<=0.090998016&loc_prior_bar_pos_48>-0.041956391)|(autocorr_24h<=0.11930742&ret1h_z<=0.78318518&variance_ratio_10_48<=0.41924319),5,5,location|regime,unknown|volatility,context,context|unknown|volatility
(*)|(dist_rolling_7d_high<=0.090998016)|(autocorr_24h>0.11930742&ret1h_z<=0.78318518&variance_ratio_10_48<=0.41924319),4,4,location|regime,unknown|volatility,context,context|unknown|volatility
