canonical_key,source_tree,source_leaf,source_target,source_horizon,side,count,support_pct,mean_net_ret,shrunk_mean_net_ret,mean_uplift,shrunk_mean_uplift,tstat_net_ret,presence_freq,sign_consistency,support_score,diversity_score,cheap_score,rejection_reason,mean_baseline_ret,std_support_pct,unique_symbol_count,unique_day_count,max_single_symbol_share,max_single_day_share,discovery_count,accepted
(*)|(*)|(ret2h<=-0.98512059&volume_trend_48>-1.0609416&vov_ratio>-0.97731507),18,2,atr_norm_returns_target,5,long,171,0.14108910891089108,0.005797433574297275,0.0023547770574936676,0.006182345314154119,0.0025111188805709127,5.636533856302317,1.0,1.0,0.9099009900990098,0.5894736842105264,0.7780671474981924,a1_symbol_diversity_too_low,-0.0009502330258955644,0.0035078347578347546,3,20,0.42105263157894735,0.14035087719298245,1,False
(*)|(*)|(ret24h<=-1.0266694&vol_z>-0.31744009),9,1,atr_norm_returns_target,5,long,168,0.13861386138613863,0.005290407155241285,0.0021262880432548702,0.006217845041103173,0.002499038198338117,4.294653246190208,1.0,1.0,0.9237623762376237,0.5648809523809524,0.7703542723867005,a1_symbol_diversity_too_low,-0.0009502330258955644,0.021794871794871787,3,17,0.47023809523809523,0.21428571428571427,1,False
(*)|(zscore_price_50>-0.46249941)|(choppiness_index_20>0.39616272&vov_fast_slow_ratio<=-0.25444117),4,3,atr_norm_returns_target,5,long,151,0.12458745874587458,0.004571568886965316,0.0017214635958398073,0.005659378431396319,0.0021310876387552226,4.319773139133276,1.0,1.0,0.9976897689768975,0.5814569536423841,0.7417745331077082,a1_symbol_diversity_too_low,-0.0009502330258955644,0.021901709401709407,3,15,0.4370860927152318,0.1456953642384106,1,False
(*)|(*)|(volume_trend_48<=-1.0609416&vov_ratio>-0.97731507),18,1,atr_norm_returns_target,5,long,143,0.11798679867986799,0.0039418819067361475,0.0014343234418912698,0.005626226196389253,0.002047201898431713,3.2324610680874404,1.0,1.0,0.9607260726072606,0.5272727272727273,0.711502026237741,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,-0.0009502330258955644,0.021527777777777778,3,10,0.5454545454545454,0.21678321678321677,1,False
(*)|(loc_session_pos_48<=0.57325733)|(accel<=0.91523135&range_expansion_ratio>-0.431546&volatility_ratio_short_long<=-0.13689369),22,2,atr_norm_returns_target,5,long,130,0.10726072607260725,0.004566675424575806,0.0015622836978811967,0.007271048836865796,0.0024874640757698773,3.570095093056762,1.0,1.0,0.9006600660066006,0.6076923076923078,0.7066238411110028,a1_symbol_diversity_too_low,-0.0009502330258955644,0.0024038461538461522,3,26,0.38461538461538464,0.24615384615384617,1,False
(*)|(*)|(accel_5h>-0.41331804&ret24h<=-1.1417141&vov_fast_slow_ratio<=0.3824029),3,3,atr_norm_returns_target,5,long,97,0.08003300330033003,0.008849360279201232,0.00247374048150582,0.009483134088018458,0.002650904917976341,7.049826197833011,1.0,1.0,0.44818481848184816,0.40463917525773196,0.6976932364565905,a1_symbol_diversity_too_low|a1_day_diversity_too_low|a1_symbol_concentration_too_high|a1_day_concentration_too_high,-0.0009502330258955644,0.04752492877492877,3,9,0.6907216494845361,0.29896907216494845,1,False
(*)|(*)|(direction_entropy_20>-0.031730466&ret2h<=-0.89303893&vov_ratio>-1.0781858),20,6,atr_norm_returns_target,5,long,203,0.1674917491749175,0.0045997356546336205,0.0020612501940190397,0.0048154017170722145,0.00215789525069682,5.03996744172715,1.0,1.0,0.46204620462046203,0.5955665024630542,0.6909926918665606,a1_symbol_diversity_too_low,-0.0009502330258955644,0.0474002849002849,3,20,0.4088669950738916,0.12315270935960591,1,False
(*)|(dist_prior_day_high<=0.036062066&up_down_semivol_ratio_tanh>0.2739979)|(compression_score<=1.0560161&trend_acceleration<=1.3830299&vol_regime_z<=-0.034391534),7,7,atr_norm_returns_target,5,long,206,0.16996699669966997,0.005031830188140129,0.0022731513569229527,0.006098930578547152,0.002755218638554196,4.733498515975379,1.0,1.0,0.44818481848184816,0.5742718446601942,0.6852602426423156,a1_symbol_diversity_too_low,-0.0009502330258955644,0.01695156695156695,3,21,0.45145631067961167,0.13106796116504854,1,False
(*)|(*)|(regime_stability_24h>-0.2868104&true_range_percentile>1.11631&variance_ratio_10_48<=0.85442883),13,3,atr_norm_returns_target,5,long,54,0.04455445544554455,0.013394855790668063,0.0023793493838686693,0.015216711544540533,0.0027029684980433843,6.8141135451458235,1.0,1.0,0.24950495049504948,0.5962962962962963,0.681254753593131,a1_support_too_low|a1_symbol_diversity_too_low,-0.0009502330258955644,0.002243589743589746,3,16,0.4074074074074074,0.16666666666666666,1,False
(*)|(*)|(compression_score<=0.81572312&ret4h<=0.13795626&volume_percentile>-0.27070415),25,2,atr_norm_returns_target,5,long,173,0.14273927392739275,0.003246328734249049,0.0013276947305557575,0.005294360996348198,0.0021653060339674665,2.677600947828056,1.0,1.0,0.9006600660066006,0.5861271676300579,0.667390068566398,a1_symbol_diversity_too_low,-0.0009502330258955644,0.04795227920227921,3,24,0.4277456647398844,0.12138728323699421,1,False
(*)|(*)|(autocorr_24h<=0.10639026&choppiness_index_20>0.40718138&rv_8h>0.80210441),1,11,atr_norm_returns_target,5,long,96,0.07920792079207921,0.006606711074709892,0.00183307590512182,0.007456576747459864,0.00206887678542239,4.972713589428615,1.0,1.0,0.4435643564356435,0.5395833333333333,0.6642561729680255,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high,-0.0009502330258955644,0.01939102564102564,3,17,0.5208333333333334,0.21875,1,False
(*)|(loc_vwap_dev_z_48<=0.15177557)|(choppiness_index_20>0.30792943&ret24h>-1.1594809&vov_fast_slow_ratio<=-0.38896057),14,3,atr_norm_returns_target,5,long,105,0.08663366336633663,0.005957395122164772,0.0017620464445839464,0.007797371951922467,0.0023062649435263635,5.275211871118734,1.0,1.0,0.4851485148514851,0.6095238095238096,0.6629874199216135,a1_symbol_diversity_too_low,-0.0009502330258955644,0.002564102564102569,3,17,0.38095238095238093,0.21904761904761905,1,False
(*)|(*)|(accel_5h<=0.68589425&autocorr_6h<=-0.011919579&prior_range>-0.5370729&ret2h<=-0.30558518),23,10,atr_norm_returns_target,5,long,62,0.05115511551155116,0.010323320665667135,0.002051429106638982,0.011477038423362129,0.0022806935328476027,5.002910938785398,1.0,1.0,0.2864686468646865,0.5983870967741935,0.6558589844639496,a1_symbol_diversity_too_low|a1_day_concentration_too_high,-0.0009502330258955644,0.012767094017094017,3,15,0.4032258064516129,0.25806451612903225,1,False
(*)|(dist_ema200_atr<=-0.0085539445&dist_prior_day_high>0.03446107)|(realized_volatility_24h<=-0.56401443),15,2,atr_norm_returns_target,5,long,112,0.0924092409240924,0.005200246615069253,0.0016089160798004318,0.006521472212324993,0.0020176930601668486,3.3810945677738258,1.0,1.0,0.5174917491749175,0.48750000000000004,0.6499368132754222,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high|a1_day_concentration_too_high,-0.0009502330258955644,0.026834045584045587,3,12,0.625,0.2857142857142857,1,False
(*)|(zscore_price_200<=0.00000000000000000000000000000000001)|(vov_fast_slow_ratio<=0.46059617&vov_fast_slow_ratio>-0.25444117),4,1,atr_norm_returns_target,5,long,216,0.1782178217821782,0.003604323223785118,0.001670673425617136,0.004168675451303164,0.0019322615825782907,2.9717467069212127,1.0,1.0,0.401980198019802,0.5916666666666667,0.6469242571179676,a1_symbol_diversity_too_low,-0.0009502330258955644,0.028757122507122507,3,25,0.4166666666666667,0.12037037037037036,1,False
(*)|(zscore_price_50<=-0.46249941)|(choppiness_index_20>0.39616272&vov_fast_slow_ratio<=-0.25444117),4,2,atr_norm_returns_target,5,long,80,0.066006600660066,0.007212277501821518,0.0017484309095324893,0.009560653485591257,0.0023177341783251534,5.6242679624338345,1.0,1.0,0.36963696369636956,0.5437500000000001,0.6462097787152251,a1_symbol_diversity_too_low|a1_symbol_concentration_too_high|a1_day_concentration_too_high,-0.0009502330258955644,0.004522792022792026,3,13,0.5125,0.325,1,False
(*)|(*)|(choppiness_index_20>0.38776332&direction_entropy_20<=0.45826936&dlog_vol_5h<=0.16448037&variance_ratio_10_48<=0.69495523&vov_fast_slow_ratio<=0.36360443),11,3,atr_norm_returns_target,5,long,92,0.07590759075907591,0.006660887080690135,0.0017918175772616738,0.00773459458640059,0.002080651175289048,6.92864645706988,1.0,1.0,0.42508250825082505,0.5880434782608697,0.6461073071154299,a1_symbol_diversity_too_low,-0.0009502330258955644,0.011164529914529916,3,21,0.42391304347826086,0.14130434782608695,1,False
(*)|(loc_prev_day_range_pos_48<=0.5932737)|(choppiness_index_20>0.55091554&compression_score<=0.81572312&volume_percentile<=-0.27070415),25,5,atr_norm_returns_target,5,long,73,0.06023102310231023,0.008242763068578015,0.0018629154922792416,0.009471581083266763,0.0021406359723791756,5.888903585183691,1.0,1.0,0.33729372937293733,0.5739726027397261,0.6459476968291229,a1_symbol_diversity_too_low,-0.0009502330258955644,0.012553418803418807,3,17,0.4520547945205479,0.136986301369863,1,False
(*)|(*)|(efficiency_ratio_20>-0.28335476&regime_stability_24h>-0.59268504&ret2h<=-0.81112164),21,4,atr_norm_returns_target,5,long,173,0.14273927392739275,0.003133473024202909,0.0012815386127354687,0.003433959425618279,0.0014044325783261517,2.333926671535371,1.0,1.0,0.9006600660066006,0.6034682080924856,0.6412341243700658,a1_symbol_diversity_too_low,-0.0009502330258955644,0.02816951566951567,3,25,0.3930635838150289,0.2138728323699422,1,False
(*)|(dist_vwap_atr>-0.0054983641)|(accel_5h>-0.41331804&ret24h>-1.1417141&vov_fast_slow_ratio<=0.3824029&vov_fast_slow_ratio>-0.65887898),3,9,atr_norm_returns_target,5,long,151,0.12458745874587458,0.003191668466226944,0.0012018502204495475,0.00775491020766928,0.0029201781580001527,2.371970191112882,1.0,1.0,0.9976897689768975,0.6013245033112583,0.6326432393218783,a1_symbol_diversity_too_low,-0.0009502330258955644,0.051834045584045585,3,18,0.3973509933774834,0.1986754966887417,1,False
