fold_id,seed,feature_name,group,regime_family,source_family,gain,split
0,42,bars_in_high_vol_state_log_norm,location,,context,4.530638,4.0
0,42,accel_5h,regime,unknown,unknown,1.7336997,2.0
0,42,amihud_illiq,regime,liquidity,liquidity,2.104543,2.0
0,42,dist_ema200_atr,location,,context,0.879657,1.0
0,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,6.40147,3.0
0,42,dist_ema20_atr,location,,context,2.73855,1.0
0,42,dist_local_swing,location,,context,1.1336,1.0
0,42,atr_slope,regime,unknown,unknown,7.9268,2.0
0,42,autocorr_24h,regime,unknown,unknown,13.13196,5.0
0,42,dist_prior_day_high,location,,context,3.79507,1.0
0,42,autocorr_6h,regime,unknown,unknown,1.55307,1.0
0,42,dist_prior_day_low,location,,context,0.165953,1.0
0,42,bollinger_band_width,regime,compression,compression,1.49158,1.0
0,42,dist_range_mid_atr,location,,context,0.583699,1.0
0,42,breakout_t,regime,unknown,unknown,0.181164,1.0
0,42,dist_rolling_7d_high,location,,context,5.60054,2.0
0,42,choppiness_index_20,regime,path_structure,path_structure,5.540856,6.0
0,42,dist_weekly_vwap,location,,context,2.46026,1.0
0,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,0.968531,1.0
0,42,distance_to_ema,location,,context,4.758133,3.0
0,42,compression_score,regime,volatility_term_structure,volatility_term_structure,8.90589,3.0
0,42,direction_entropy_20,regime,path_structure,path_structure,8.348148,4.0
0,42,loc_bb_channel_pos_48,location,,compression,1.40569,1.0
0,42,loc_ema_stack_pos_48,location,,trend,0.903249,1.0
0,42,dlog_vol_5h,regime,unknown,unknown,0.478795,1.0
0,42,loc_initial_balance_pos_24,location,,context,1.5321625,2.0
0,42,ema20_slope_5h,regime,trend,trend,0.32378,1.0
0,42,loc_pivot_ladder_pos_48,location,,context,4.23569,1.0
0,42,ema_slope_norm,regime,trend,trend,3.99,1.0
0,42,loc_prev_day_range_pos_24,location,,context,2.259922,2.0
0,42,impulse_ratio_24,regime,unknown,unknown,0.0425212,1.0
0,42,loc_prev_day_range_pos_48,location,,context,0.129763,1.0
0,42,momentum_accel,regime,unknown,unknown,0.0758701,1.0
0,42,loc_prev_week_range_pos_24,location,,context,10.67533,3.0
0,42,pct_breakout_t,regime,unknown,unknown,2.7673483,2.0
0,42,prior_range,regime,context,context,6.22851,2.0
0,42,loc_prior_bar_pos_48,location,,context,0.915682,1.0
0,42,range_24h_pct,regime,compression,compression,0.320249,1.0
0,42,loc_pullback_depth_48,location,,path_structure,3.16435,1.0
0,42,range_expansion_ratio,regime,volatility_term_structure,volatility_term_structure,2.50453,1.0
