fold_id,seed,regime_family,gain,split
0,42,compression,11.073709,5.0
0,42,context,6.22851,2.0
0,42,liquidity,69.105156,19.0
0,42,path_structure,15.4102335,11.0
0,42,trend,12.931609,7.0
0,42,unknown,113.36786,50.0
0,42,volatility,31.675991,13.0
0,42,volatility_term_structure,18.780422,8.0
1,42,compression,25.875687,8.0
1,42,context,13.912892,10.0
1,42,liquidity,50.179226,20.0
1,42,momentum,10.30131,5.0
1,42,path_structure,47.409897,13.0
1,42,trend,11.927871,6.0
1,42,unknown,296.27155,105.0
1,42,volatility,70.280914,19.0
1,42,volatility_term_structure,55.526047,20.0
