fold_id,seed,best_iteration,best_val_metric,max_depth,num_leaves,min_data_in_leaf,objective,alpha,metric,target_type,target_name,horizon,total_splits,total_gain,is_healthy_fold,health_reason
0,42,15,0.1394544828414652,6,64,46,quantile,0.65,quantile,quantile,atr_norm_returns_target,5,161,353.41702,True,healthy
1,42,26,0.14931065483531633,6,64,68,quantile,0.65,quantile,quantile,atr_norm_returns_target,5,269,698.7822,True,healthy
