strategy_id,model,rank,feature,importance,importance_std,importance_metric,winner_model
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,1,edge_x_brier_50,0.22346942126750946,0.8715023994445801,abs_weight,et
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,2,oof_ebm_uncertainty_weighted,0.1311141848564148,0.48354482650756836,abs_weight,et
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,3,clf,0.1311139613389969,0.48354372382164,abs_weight,et
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,4,edge_tbm,0.13111279904842377,0.4835439920425415,abs_weight,et
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,5,edge_x_rank_ic_50,0.07255388796329498,0.5187255144119263,abs_weight,et
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,6,base_H10,0.016985591500997543,0.4613030254840851,abs_weight,et
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,7,edge_x_volatility_zscore,0.003970310091972351,0.08082770556211472,abs_weight,et
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,8,edge_x_winrate_20,-0.011897806078195572,1.0022034645080566,abs_weight,et
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,9,edge_x_amihud_z,-0.12441876530647278,0.5111950635910034,abs_weight,et
bars_in_high_vol_state_log_norm_-0_61002535_dist_weekly_vwap_-0_38453856_loc_ema_stack_pos_48_0_66408622_loc_prev_day_range_pos_24_0_41419065_atr_compression_ratio_0_97724169_ema50_slope_0_00070510805,elasticnet,10,edge_x_vol_of_vol,-0.14038541913032532,0.421461284160614,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,1,edge_x_winrate_20,0.08992453664541245,0.15603980422019958,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,2,edge_x_volatility_zscore,0.06712573766708374,0.1315813958644867,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,3,clf,0.008779679425060749,0.02483268268406391,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,4,oof_ebm_uncertainty_weighted,0.008779413998126984,0.02483193203806877,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,5,edge_tbm,0.008779104799032211,0.024831056594848633,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,6,edge_x_amihud_z,6.651387957390398e-05,0.00018812966300174594,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,7,edge_x_brier_50,0.0,0.0,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,8,edge_x_rank_ic_50,-0.01032764371484518,0.02921098656952381,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,9,base_H10,-0.014390993863344193,0.04070388153195381,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701,elasticnet,10,edge_x_vol_of_vol,-0.04617031291127205,0.12535209953784943,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,1,edge_x_winrate_20,0.08992453664541245,0.15603980422019958,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,2,edge_x_volatility_zscore,0.06712573766708374,0.1315813958644867,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,3,clf,0.008779679425060749,0.02483268268406391,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,4,oof_ebm_uncertainty_weighted,0.008779413998126984,0.02483193203806877,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,5,edge_tbm,0.008779104799032211,0.024831056594848633,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,6,edge_x_amihud_z,6.651387957390398e-05,0.00018812966300174594,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,7,edge_x_brier_50,0.0,0.0,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,8,edge_x_rank_ic_50,-0.01032764371484518,0.02921098656952381,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,9,base_H10,-0.014390993863344193,0.04070388153195381,abs_weight,et
bars_in_high_vol_state_log_norm_0_45356679_dist_prior_day_low_0_011585106_rvol_z_0_89040798_volume_trend_48_-1_0869701_tbm,elasticnet,10,edge_x_vol_of_vol,-0.04617031291127205,0.12535209953784943,abs_weight,et
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,elasticnet,1,oof_ebm_uncertainty_weighted,0.9127814173698425,0.9153122901916504,abs_weight,et
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,elasticnet,2,edge_tbm,0.5751349925994873,0.507215678691864,abs_weight,et
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,elasticnet,3,clf,0.5710484981536865,0.5046510100364685,abs_weight,et
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,elasticnet,4,edge_x_volatility_zscore,0.3499026298522949,0.9621878266334534,abs_weight,et
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,elasticnet,5,base_H10,0.2304747849702835,0.8310592174530029,abs_weight,et
dist_ema_fast_-0_0008298126_range_24h_pct_0_036314368_rsi_slope_1_1116575,elasticnet,6,edge_x_vol_of_vol,-0.15095533430576324,0.7136566042900085,abs_weight,et
