feature_name,group,usage_count
loc_pivot_ladder_pos_24,location,83
dist_ema20_atr,location,79
rolling_range_20,regime,74
dist_range_mid_atr,location,68
dist_prior_day_low,location,68
volume_autocorr_48,regime,66
loc_prior_bar_pos_48,location,65
pullback_depth,location,65
bars_since_ema20_ema50_cross_log_norm,regime,63
loc_vwap_dev_z_24,location,63
choppiness_index_20,regime,62
tail_asymmetry_q90_q10_atr_norm,regime,60
ema_slope_norm,regime,59
loc_prev_week_range_pos_24,location,55
dist_ema200_atr,location,55
dist_prior_day_high,location,54
loc_vwap_dev_z_48,location,54
direction_entropy_20,regime,53
loc_pullback_depth_48,location,52
loc_pivot_ladder_pos_48,location,52
loc_swing_range_pos_24,location,52
true_range_percentile,regime,52
efficiency_ratio_20,regime,52
prior_range,regime,51
dist_rolling_7d_high,location,51
dist_local_swing,location,51
prior_volatility,regime,51
loc_swing_range_pos_48,location,50
atr_compression_ratio,regime,50
zscore_price_50,location,50
dist_ma100_atr,location,50
volume_trend_48,regime,49
loc_session_pos_48,location,49
dist_ema50_atr,location,49
compression_ratio,regime,48
loc_bb_channel_pos_48,location,48
dist_weekly_vwap,location,47
range_expansion_ratio,regime,46
up_down_semivol_ratio_tanh,regime,46
dist_vwap_atr,location,45
realized_volatility_24h,regime,44
loc_session_pos_24,location,44
ema20_slope_5h,regime,44
return_autocorr_48,regime,43
ema50_slope,regime,43
trend_acceleration,regime,42
loc_range_pos_48,location,42
distance_to_ema,location,42
loc_initial_balance_pos_24,location,41
loc_range_pos_24,location,41
loc_bb_channel_pos_24,location,41
loc_ema_stack_pos_24,location,40
bars_outside_ema20_atr_band_log_norm,regime,40
loc_prev_day_range_pos_48,location,38
loc_initial_balance_pos_48,location,38
variance_ratio_10_48,regime,38
loc_prior_bar_pos_24,location,37
volume_percentile,regime,37
zscore_price_200,location,36
loc_ema_stack_pos_48,location,36
bars_in_high_vol_state_log_norm,location,36
loc_pullback_depth_24,location,36
bollinger_band_width,regime,36
volume_zscore_48h,regime,34
compression_score,regime,34
atr_percentile,regime,33
volatility_ratio_short_long,regime,31
loc_prev_week_range_pos_48,location,31
loc_prev_day_range_pos_24,location,25
up_down_return_mass_ratio_tanh,regime,23
