fold_id,seed,feature_name,group,regime_family,source_family,gain,split
0,42,dist_ema20_atr,location,,context,0.216146,1.0
0,42,dist_vwap_atr,location,,context,1.70714,1.0
0,42,choppiness_index_20,regime,path_structure,path_structure,6.84135,1.0
0,42,loc_range_pos_24,location,,context,0.915938,1.0
0,42,return_autocorr_48,regime,momentum,momentum,12.7815,1.0
0,42,loc_range_pos_48,location,,context,16.66127,2.0
0,42,true_range_percentile,regime,volatility,volatility,0.372405,1.0
0,42,volume_zscore_48h,regime,liquidity,liquidity,0.0143395,1.0
0,42,loc_prev_day_range_pos_48,location,,context,1.6107,1.0
1,42,bars_since_ema20_ema50_cross_log_norm,regime,trend,trend,5.4729676,7.0
1,42,dist_ema20_atr,location,,context,19.262873,7.0
1,42,bars_outside_ema20_atr_band_log_norm,regime,volatility,volatility,2.700514,4.0
1,42,dist_ema50_atr,location,,context,21.456934,7.0
1,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,9.992147,6.0
1,42,dist_ema200_atr,location,,context,7.240695,7.0
1,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,4.166621,5.0
1,42,dist_vwap_atr,location,,context,7.766769,9.0
1,42,tail_asymmetry_q90_q10_atr_norm,regime,path_structure,path_structure,29.408325,8.0
1,42,dist_weekly_vwap,location,,context,8.645255,4.0
1,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,1.697711,3.0
1,42,dist_prior_day_high,location,,context,21.389368,13.0
1,42,atr_percentile,regime,compression,compression,2.956915,3.0
1,42,dist_prior_day_low,location,,context,12.830796,7.0
1,42,bollinger_band_width,regime,compression,compression,3.467241,4.0
1,42,dist_rolling_7d_high,location,,context,1.8462069,8.0
1,42,choppiness_index_20,regime,path_structure,path_structure,14.473845,9.0
1,42,dist_local_swing,location,,context,8.675842,7.0
1,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,19.53164,6.0
1,42,dist_range_mid_atr,location,,context,25.390745,11.0
1,42,compression_score,regime,volatility_term_structure,volatility_term_structure,1.8465879,4.0
1,42,dist_ma100_atr,location,,context,17.95966,4.0
1,42,direction_entropy_20,regime,path_structure,path_structure,15.00169,5.0
1,42,distance_to_ema,location,,context,8.176907,3.0
1,42,efficiency_ratio_20,regime,path_structure,path_structure,15.031861,8.0
1,42,pullback_depth,location,,context,19.135672,10.0
1,42,ema20_slope_5h,regime,trend,trend,2.7433782,4.0
1,42,zscore_price_50,location,,context,9.716033,4.0
1,42,ema50_slope,regime,trend,trend,6.3330703,5.0
1,42,zscore_price_200,location,,context,9.859188,5.0
1,42,ema_slope_norm,regime,trend,trend,12.812425,4.0
1,42,loc_ema_stack_pos_24,location,,trend,7.40859,5.0
1,42,prior_range,regime,context,context,13.274071,11.0
1,42,loc_ema_stack_pos_48,location,,trend,6.8542924,8.0
1,42,prior_volatility,regime,context,context,11.097201,5.0
1,42,loc_vwap_dev_z_24,location,,liquidity,22.943949,11.0
1,42,range_expansion_ratio,regime,volatility_term_structure,volatility_term_structure,15.392077,4.0
1,42,loc_vwap_dev_z_48,location,,liquidity,3.239537,4.0
1,42,realized_volatility_24h,regime,volatility,volatility,15.636243,8.0
1,42,loc_range_pos_24,location,,context,6.2036076,6.0
1,42,return_autocorr_48,regime,momentum,momentum,0.6916303,6.0
1,42,loc_range_pos_48,location,,context,7.7175713,5.0
1,42,rolling_range_20,regime,compression,compression,6.2541676,4.0
1,42,loc_prior_bar_pos_24,location,,context,1.361527,2.0
1,42,trend_acceleration,regime,trend,trend,2.2586796,5.0
1,42,loc_prior_bar_pos_48,location,,context,10.063442,3.0
1,42,true_range_percentile,regime,volatility,volatility,6.897521,3.0
1,42,loc_swing_range_pos_24,location,,context,21.146074,8.0
1,42,variance_ratio_10_48,regime,volatility,volatility,8.610806,12.0
1,42,loc_swing_range_pos_48,location,,context,26.81718,6.0
1,42,volatility_ratio_short_long,regime,volatility,volatility,1.440889,2.0
1,42,loc_session_pos_24,location,,context,7.690923,4.0
1,42,volume_autocorr_48,regime,liquidity,liquidity,16.122566,8.0
1,42,loc_session_pos_48,location,,context,16.42915,6.0
1,42,volume_percentile,regime,liquidity,liquidity,3.708323,3.0
1,42,loc_initial_balance_pos_24,location,,context,2.724648,2.0
1,42,volume_trend_48,regime,liquidity,liquidity,7.3254285,5.0
1,42,loc_initial_balance_pos_48,location,,context,16.5457,4.0
1,42,volume_zscore_48h,regime,liquidity,liquidity,5.486765,4.0
1,42,loc_prev_day_range_pos_24,location,,context,0.303976,2.0
1,42,loc_prev_day_range_pos_48,location,,context,6.7457666,4.0
1,42,loc_prev_week_range_pos_24,location,,context,25.705957,7.0
1,42,loc_prev_week_range_pos_48,location,,context,4.158473,4.0
1,42,loc_bb_channel_pos_24,location,,compression,0.304697,1.0
1,42,loc_bb_channel_pos_48,location,,compression,9.507029,10.0
1,42,loc_pullback_depth_24,location,,path_structure,2.250246,4.0
1,42,loc_pullback_depth_48,location,,path_structure,11.193472,6.0
1,42,loc_pivot_ladder_pos_24,location,,context,12.00001,11.0
1,42,loc_pivot_ladder_pos_48,location,,context,2.453665,2.0
1,42,bars_in_high_vol_state_log_norm,location,,context,0.55061585,4.0
2,42,bars_since_ema20_ema50_cross_log_norm,regime,trend,trend,22.045937,23.0
2,42,dist_ema20_atr,location,,context,34.3495,30.0
2,42,bars_outside_ema20_atr_band_log_norm,regime,volatility,volatility,20.097008,20.0
2,42,dist_ema50_atr,location,,context,6.2641277,14.0
2,42,up_down_semivol_ratio_tanh,regime,path_structure,path_structure,13.955548,26.0
2,42,dist_ema200_atr,location,,context,13.75248,19.0
2,42,up_down_return_mass_ratio_tanh,regime,path_structure,path_structure,5.7330246,11.0
2,42,dist_vwap_atr,location,,context,8.469993,18.0
2,42,tail_asymmetry_q90_q10_atr_norm,regime,path_structure,path_structure,12.166507,27.0
2,42,dist_weekly_vwap,location,,context,13.190366,20.0
2,42,atr_compression_ratio,regime,volatility_term_structure,volatility_term_structure,20.805475,27.0
2,42,dist_prior_day_high,location,,context,8.256193,19.0
2,42,atr_percentile,regime,compression,compression,26.385132,24.0
2,42,dist_prior_day_low,location,,context,29.643845,31.0
2,42,bollinger_band_width,regime,compression,compression,12.011822,25.0
2,42,dist_rolling_7d_high,location,,context,10.225399,24.0
2,42,choppiness_index_20,regime,path_structure,path_structure,28.871668,22.0
2,42,dist_local_swing,location,,context,10.391068,16.0
2,42,compression_ratio,regime,volatility_term_structure,volatility_term_structure,18.32037,20.0
2,42,dist_range_mid_atr,location,,context,30.0865,17.0
2,42,compression_score,regime,volatility_term_structure,volatility_term_structure,19.935022,22.0
2,42,dist_ma100_atr,location,,context,11.859611,23.0
2,42,direction_entropy_20,regime,path_structure,path_structure,20.699932,28.0
2,42,distance_to_ema,location,,context,6.987812,17.0
2,42,efficiency_ratio_20,regime,path_structure,path_structure,11.106717,17.0
2,42,pullback_depth,location,,context,20.09489,27.0
2,42,ema20_slope_5h,regime,trend,trend,17.34961,20.0
2,42,zscore_price_50,location,,context,9.930988,21.0
2,42,ema50_slope,regime,trend,trend,12.606033,22.0
2,42,zscore_price_200,location,,context,18.120546,17.0
2,42,ema_slope_norm,regime,trend,trend,27.874752,29.0
2,42,loc_ema_stack_pos_24,location,,trend,9.992729,23.0
2,42,prior_range,regime,context,context,24.731276,28.0
2,42,loc_ema_stack_pos_48,location,,trend,10.595649,19.0
2,42,prior_volatility,regime,context,context,13.831061,21.0
2,42,loc_vwap_dev_z_24,location,,liquidity,19.782755,21.0
2,42,range_expansion_ratio,regime,volatility_term_structure,volatility_term_structure,11.052412,25.0
2,42,loc_vwap_dev_z_48,location,,liquidity,10.010997,25.0
2,42,realized_volatility_24h,regime,volatility,volatility,9.64744,10.0
2,42,loc_range_pos_24,location,,context,22.694363,18.0
2,42,return_autocorr_48,regime,momentum,momentum,9.807041,22.0
2,42,loc_range_pos_48,location,,context,10.10608,22.0
2,42,rolling_range_20,regime,compression,compression,21.158802,34.0
2,42,loc_prior_bar_pos_24,location,,context,14.421501,24.0
2,42,trend_acceleration,regime,trend,trend,17.570803,22.0
2,42,loc_prior_bar_pos_48,location,,context,24.956203,28.0
2,42,true_range_percentile,regime,volatility,volatility,17.700054,30.0
2,42,loc_swing_range_pos_24,location,,context,10.480774,37.0
2,42,variance_ratio_10_48,regime,volatility,volatility,20.916536,18.0
2,42,loc_swing_range_pos_48,location,,context,19.535952,25.0
2,42,volatility_ratio_short_long,regime,volatility,volatility,10.335688,20.0
2,42,loc_session_pos_24,location,,context,11.027419,15.0
2,42,volume_autocorr_48,regime,liquidity,liquidity,15.69441,29.0
2,42,loc_session_pos_48,location,,context,17.753916,21.0
2,42,volume_percentile,regime,liquidity,liquidity,20.461996,21.0
2,42,loc_initial_balance_pos_24,location,,context,18.695135,19.0
2,42,volume_trend_48,regime,liquidity,liquidity,13.165972,20.0
2,42,loc_initial_balance_pos_48,location,,context,14.762744,17.0
2,42,volume_zscore_48h,regime,liquidity,liquidity,15.547201,16.0
2,42,loc_prev_day_range_pos_24,location,,context,10.979694,19.0
2,42,loc_prev_day_range_pos_48,location,,context,9.379973,19.0
2,42,loc_prev_week_range_pos_24,location,,context,14.787074,25.0
2,42,loc_prev_week_range_pos_48,location,,context,7.490509,15.0
2,42,loc_bb_channel_pos_24,location,,compression,27.712587,20.0
2,42,loc_bb_channel_pos_48,location,,compression,21.112917,22.0
2,42,loc_pullback_depth_24,location,,path_structure,6.8974667,21.0
2,42,loc_pullback_depth_48,location,,path_structure,22.151684,19.0
2,42,loc_pivot_ladder_pos_24,location,,context,29.296339,30.0
2,42,loc_pivot_ladder_pos_48,location,,context,19.873158,24.0
2,42,bars_in_high_vol_state_log_norm,location,,context,14.036729,14.0
