fold_id,seed,regime_family,gain,split
0,42,liquidity,0.0143395,1.0
0,42,momentum,12.7815,1.0
0,42,path_structure,6.84135,1.0
0,42,volatility,0.372405,1.0
1,42,compression,12.678324,11.0
1,42,context,24.371273,16.0
1,42,liquidity,32.64308,20.0
1,42,momentum,0.6916303,6.0
1,42,path_structure,88.074486,41.0
1,42,trend,29.620522,25.0
1,42,volatility,35.285973,29.0
1,42,volatility_term_structure,38.468018,17.0
2,42,compression,59.555756,83.0
2,42,context,38.562336,49.0
2,42,liquidity,64.86958,86.0
2,42,momentum,9.807041,22.0
2,42,path_structure,92.533394,131.0
2,42,trend,97.447136,116.0
2,42,volatility,78.696724,98.0
2,42,volatility_term_structure,70.11328,94.0
