canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(loc_range_pos_24<=0.10231635)|(choppiness_index_20>0.020408805&return_autocorr_48<=0.50500125),3,3,location|regime,momentum|path_structure,context,context|momentum|path_structure
(*)|(loc_range_pos_24>0.10231635)|(choppiness_index_20>0.020408805&return_autocorr_48<=0.50500125&true_range_percentile<=0.23613389),4,4,location|regime,momentum|path_structure|volatility,context,context|momentum|path_structure|volatility
(*)|(dist_ema20_atr<=0.58181024&dist_vwap_atr<=0.58666694&loc_range_pos_48<=0.84958506)|(return_autocorr_48>0.50500125),4,4,location|regime,momentum,context,context|momentum
(*)|(loc_prev_day_range_pos_48<=0.95692599&loc_range_pos_48>0.84958506)|(return_autocorr_48>0.50500125),3,3,location|regime,momentum,context,context|momentum
(*)|(dist_prior_day_high<=0.47008544&dist_vwap_atr<=0.11934819&loc_prior_bar_pos_48>0.039335284&loc_vwap_dev_z_48>0.078516796)|(*),4,4,location,,context|liquidity,context|liquidity
(*)|(dist_prior_day_high>0.47008544&dist_range_mid_atr<=0.56249982&dist_rolling_7d_high<=0.54828864&loc_prior_bar_pos_48>0.039335284)|(*),4,4,location,,context,context
(*)|(dist_prior_day_high>0.47008544&dist_range_mid_atr<=0.80223286&dist_range_mid_atr>0.56249982&loc_prior_bar_pos_48>0.039335284)|(choppiness_index_20<=0.76086926),5,5,location|regime,path_structure,context,context|path_structure
(*)|(dist_prior_day_high>0.47008544&dist_range_mid_atr>0.84615463&loc_prior_bar_pos_48>0.039335284)|(volume_zscore_48h>0.8611111),4,4,location|regime,liquidity,context,context|liquidity
(*)|(dist_ma100_atr<=0.11934819)|(direction_entropy_20<=0.46581408&prior_volatility>0.026999921&variance_ratio_10_48<=0.16666678&variance_ratio_10_48>0.035377543),5,5,location|regime,context|path_structure|volatility,context,context|path_structure|volatility
(*)|(dist_ma100_atr>0.11934819)|(direction_entropy_20<=0.46581408&prior_volatility>0.026999921&variance_ratio_10_48<=0.16666678&variance_ratio_10_48>0.035377543),5,5,location|regime,context|path_structure|volatility,context,context|path_structure|volatility
(*)|(*)|(direction_entropy_20<=0.46581408&prior_volatility>0.026999921&variance_ratio_10_48<=0.36604211&variance_ratio_10_48>0.16666678),4,4,regime,context|path_structure|volatility,,context|path_structure|volatility
(*)|(*)|(direction_entropy_20<=0.46581408&efficiency_ratio_20<=0.42924771&prior_volatility>0.026999921&variance_ratio_10_48>0.36604211),4,4,regime,context|path_structure|volatility,,context|path_structure|volatility
(*)|(dist_vwap_atr<=0.54008526&loc_prev_week_range_pos_24<=0.83928567)|(direction_entropy_20>0.46581408&prior_volatility>0.026999921),4,4,location|regime,context|path_structure,context,context|path_structure
(*)|(loc_prev_week_range_pos_24>0.83928567&loc_pullback_depth_48<=0.94742215)|(direction_entropy_20>0.46581408&prior_volatility>0.026999921),4,4,location|regime,context|path_structure,context|path_structure,context|path_structure
(*)|(dist_ema50_atr<=0.24659853&dist_local_swing<=0.50000012&loc_prev_week_range_pos_24>0.075471841&loc_session_pos_24<=0.88315672)|(ema_slope_norm<=0.50538874),5,5,location|regime,trend,context,context|trend
(*)|(dist_ema50_atr>0.24659853&dist_local_swing<=0.50000012&loc_bb_channel_pos_48<=0.30044261&loc_prev_week_range_pos_24>0.075471841&loc_session_pos_24<=0.88315672)|(ema_slope_norm<=0.50538874),6,6,location|regime,trend,compression|context,compression|context|trend
(*)|(dist_ema50_atr>0.24659853&dist_local_swing<=0.50000012&loc_bb_channel_pos_48>0.30044261&loc_prev_week_range_pos_24>0.075471841&loc_session_pos_24<=0.88315672)|(ema_slope_norm<=0.50538874),6,6,location|regime,trend,compression|context,compression|context|trend
(*)|(dist_range_mid_atr<=0.9436357&loc_prev_week_range_pos_24>0.075471841&loc_session_pos_24>0.88315672)|(*),3,3,location,,context,context
