fold_id,seed,regime_family,gain,split
0,42,trend,0.1328374994918704,2
0,42,volatility,2.831954962661257,8
1,42,compression,0.10816700011491776,1
1,42,trend,29.89014710581978,111
1,42,volatility,45.683844050065545,327
1,42,volatility_term_structure,0.7788340609986335,5
2,42,trend,33.10850159099755,303
2,42,volatility,76.12080228639672,1065
2,42,volatility_term_structure,1.1091362868282886,21
3,42,trend,100.37629692489281,182
3,42,volatility,86.86312192639403,547
3,42,volatility_term_structure,0.5647199138766155,10
4,42,trend,38.45391811034642,112
4,42,volatility,66.20612001772969,475
4,42,volatility_term_structure,0.7555794835789129,8
