regime_families_combo,count
volatility,395
trend|volatility,74
volatility|volatility_term_structure,43
,8
compression|volatility,6
trend,5
volatility_term_structure,5
trend|volatility_term_structure,5
trend|volatility|volatility_term_structure,4
