rejection_reason,count
b_support_too_low,78
b_sign_consistency_too_low,1057
b_mask_ic_uplift_too_low,716
b_min_fold_support_too_low,152
b_decile_spread_too_low,3
b_positive_ic_fraction_too_low,156
b_oos_ic_too_low,8
b_support_too_high,4
b_support_instability_too_high,2
low_support,1
