fold_id,seed,group,used_feature_count,split_count
0,42,location,44,989
0,42,regime,129,2876
1,42,location,42,191
1,42,regime,101,464
2,42,location,28,66
2,42,regime,48,96
3,42,location,43,389
3,42,regime,122,948
4,42,location,44,642
4,42,regime,125,1605
