fold_id,seed,group,gain,split
0,42,location,6987.5615,989.0
0,42,regime,18397.547,2876.0
1,42,location,2948.8394,191.0
1,42,regime,6303.2334,464.0
2,42,location,1596.8428,66.0
2,42,regime,2487.3662,96.0
3,42,location,4259.7383,389.0
3,42,regime,10076.058,948.0
4,42,location,5671.1777,642.0
4,42,regime,12151.133,1605.0
