canonical_key,trigger,location,regime,mean_net_ret,directional_mean_ret,std_net_ret,mean_within_fold_std,mean_support_pct,std_support_pct,presence_freq,presence_freq_units,sign_consistency,min_support_actual,mean_uplift,mean_baseline_ret,mean_oos_ic,p25_oos_ic,p50_oos_ic,p75_oos_ic,mean_delta_ic,positive_ic_fraction,mean_ic,ic_tstat,ic_sign_consistency,decile_spread_sharpe,mask_ic_uplift,regression_beta,regression_slope_fit,learnability_step_c_score,trade_path_quality_score,quality_stability_score,path_smoothness_term,path_survivability_term,path_stability_term,path_realized_profit_consistency_term,path_trajectory_smoothness_term,full_quality_score,composite_score,required_hurdle,hurdle_excess,n_folds,discovery_count,n_instances,display_arity,structural_depth,pipeline_stage,parent_context_key,side,rule_type,accepted,rejection_reason,preset,preset,preset,preset,min_support_actual_pct,within_mask_ic,delta_within_mask_ic,entropy_reduction,support_objective_score,source_target,source_horizon,composite_score_step1,support_score,diversity_score,stage_b_score,stage_b_rejection_reason,top10_mean_ret,top10_net_ret,rule_type_class,production_classification,classification_diagnostics,rule_gain_score,rule_split_score,rule_model_importance_score,preset,preset,preset,preset,is_too_narrow,is_too_broad,comp_bonus,pruner_rank_score,within_leaf_mean_ic,within_leaf_positive_ic_fraction,within_leaf_mean_top_quantile_spread,within_leaf_mean_edge_uplift,within_leaf_hit_lift,within_leaf_valid_folds,within_leaf_future_edge_learnability_score,learnability_definition,leaf_reconstructability_score,stage_c_rejection_reason
(*)|(dist_prior_day_high<=0.06555558&loc_prior_bar_pos_24<=0.70532715)|(atr_compression_ratio>-1.3334802&mark_vs_perp_bps<=0.55568826&ob_depth_usd_l20_z<=-0.21864428),*,dist_prior_day_high<=0.06555558&loc_prior_bar_pos_24<=0.70532715,atr_compression_ratio>-1.3334802&mark_vs_perp_bps<=0.55568826&ob_depth_usd_l20_z<=-0.21864428,0.004591304063796997,0.004591304063796997,0.0006742395683431923,0.02053658328950405,0.12341645629852241,0.014635864332580734,1.0,1.0,0.52,530,,,0.0767536564224849,0.06701978302137272,0.07050120407725965,0.09168849637329908,,1.0,0.12720452587296321,7.872179145284563,1.0,0.2788503885269165,0.04404220878678894,1.4242971062660217,0.4488532491319397,0.8484216226123874,3.1250000000000013e-07,0.0005760543149503053,0.01,0.01,0.01,0.01,0.01,0.006459633893863718,0.006459633893863718,9.000225684958904e-05,0.004501301806947408,5,1,1,5,5,stage_a_context,,short,5-way,False,b_sign_consistency_too_low,production,production,production,production,0.0953,0.12720452587296321,0.04404220878678894,0.11030912399291992,1.0,primary_target,0,,0.9911321552717254,,0.5825425464077062,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.004591304063796997, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 530, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.0000285911035638,production,production,production,production,False,False,0.1,1.0000285911035638,0.16988900485821992,1.0,0.008993792022536359,0.005571396124539411,-0.0045012021601836035,5,0.8484216226123874,within_leaf_future_edge,0.6206324011466677,
(*)|(*)|(mark_perp_dislocation<=0.0017897959&ob_imbalance_mkt_resid<=-0.002682209&range_24h_pct>0.029200846),*,*,mark_perp_dislocation<=0.0017897959&ob_imbalance_mkt_resid<=-0.002682209&range_24h_pct>0.029200846,0.004510501725599169,0.004510501725599169,0.0007918448224878343,0.021613465435802937,0.11930313298271977,0.028109474972226694,1.0,1.0,0.5551102204408818,378,,,0.07731429356453401,0.07248640160562993,0.07958216049819408,0.0812279757997521,,1.0,0.1391772342409933,3.758162482942292,1.0,0.2549665398895741,0.056014917154819,1.3007460407912732,0.32360494879663404,0.9116419750103656,3.1250000000000013e-07,0.00036715351782317903,0.01,0.01,0.01,0.01,0.01,0.0063763186655963885,0.0063763186655963885,7.00227180056688e-05,0.0044404790075935,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,production,production,production,0.0928,0.1391772342409933,0.056014917154819,0.061641693115234375,1.0,primary_target,0,,0.9680975447032307,,0.6003951585939294,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.004510501725599169, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 378, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.0000269395478258,production,production,production,production,False,False,0.3,1.0000269395478258,0.20023440756040345,1.0,0.010238191043794207,0.006152824852379386,0.0416726946202274,5,0.9116419750103656,within_leaf_future_edge,0.5767188100997668,
(*)|(dist_local_swing<=0.0010000095&loc_session_pos_48>0.23580797)|(mark_vs_perp_bps<=1.6901346),*,dist_local_swing<=0.0010000095&loc_session_pos_48>0.23580797,mark_vs_perp_bps<=1.6901346,0.00254382505081594,0.00254382505081594,0.0007575456633626341,0.022976262122392656,0.13556189080891562,0.011602258531463237,1.0,1.0,0.6653306613226453,592,,,0.05567857262625873,0.041812676396877864,0.0477388329010648,0.06803757279070766,,1.0,0.1111787811774371,2.0199121733646304,1.0,0.21851174980401994,0.0280164640912628,0.8097034942358732,0.1773707543908319,0.8343788931585246,3.1250000000000013e-07,8.842654480272649e-05,0.01,0.01,0.01,0.01,0.01,0.0060925008633653955,0.0060925008633653955,7.00390437381108e-05,0.002473786007077829,5,1,1,3,3,stage_a_context,,short,3-way,True,,production,production,production,production,0.11925,0.1111787811774371,0.0280164640912628,0.017981529235839844,1.0,primary_target,0,,0.9408534114700724,,0.5593458910430119,,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.00254382505081594, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 592, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: "", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.0000108037187414,production,production,production,production,False,False,0.3,1.0000108037187414,0.09541142215715878,1.0,0.005106730583918184,0.003424826478788866,-0.005823490662734032,5,0.8343788931585246,within_leaf_future_edge,0.4933197640625915,
(*)|(loc_bb_channel_pos_48>0.29491773)|(asset_funding_rate_abs_mean_7d>0.0000088207298&compression_ratio>-1.1286711&mark_vs_perp_bps<=1.7367796&ob_depth_mkt_resid<=-0.16693167),*,loc_bb_channel_pos_48>0.29491773,asset_funding_rate_abs_mean_7d>0.0000088207298&compression_ratio>-1.1286711&mark_vs_perp_bps<=1.7367796&ob_depth_mkt_resid<=-0.16693167,0.0038361190352588894,0.0038361190352588894,0.00036807374041179986,0.022063636034727097,0.11894462309040824,0.014114538321471888,1.0,1.0,0.528,395,,,0.06789933357459962,0.061502319454578194,0.06212221689608424,0.0793031070682851,,1.0,0.09114676017806875,3.9868591003776688,1.0,0.20825723558664322,0.007984443091894472,1.0414961218833922,0.42517262586493754,0.8458014353446,3.1250000000000013e-07,0.0005851022591371632,0.01,0.01,0.01,0.01,0.01,0.005925141210198834,0.005925141210198834,9.00330008305655e-05,0.003746086034428324,5,1,1,5,5,stage_a_context,,short,5-way,False,b_sign_consistency_too_low,production,production,production,production,0.09892311545204108,0.09114676017806875,0.007984443091894472,0.058499717712402345,1.0,primary_target,0,,0.9660898893062861,,0.5658837182093421,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0038361190352588894, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 395, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.0000174373140123,production,production,production,production,False,False,0.1,1.0000174373140123,0.11446231246002572,1.0,0.007310677796676877,0.00462989634153768,-0.003675447207917559,5,0.8458014353446,within_leaf_future_edge,0.48694356348872864,
(*)|(loc_prior_bar_pos_24<=0.44458076)|(mark_vs_perp_bps<=0.2864809&prior_volatility<=0.28403485&return_autocorr_48>-0.028910527),*,loc_prior_bar_pos_24<=0.44458076,mark_vs_perp_bps<=0.2864809&prior_volatility<=0.28403485&return_autocorr_48>-0.028910527,0.0034158397233113647,0.0034158397233113647,0.00112460609152296,0.020129361562430857,0.12396557976458802,0.030951044570371938,1.0,1.0,0.512,520,,,0.04870862067294656,0.04018497594254385,0.051142039140215666,0.05727705365063196,,1.0,0.10528628367763226,1.9427341221682175,0.8,0.29245751202106474,0.022123966591457996,1.4200566709041595,0.15240186775359557,0.8483471363639656,3.1250000000000013e-07,0.0015232395746086586,0.01,0.01,0.01,0.01,0.01,0.00582848882434566,0.00582848882434566,9.000096302270109e-05,0.003325838760288664,5,1,1,4,4,stage_a_context,,short,4-way,False,b_sign_consistency_too_low,production,production,production,production,0.089,0.10528628367763226,0.022123966591457996,0.14019670486450195,1.0,primary_target,0,,0.9942072466816929,,0.5636027212809201,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.0034158397233113647, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 520, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.000018142356478,production,production,production,production,False,False,0.1,1.000018142356478,0.11759702049503254,1.0,0.008132210084086754,0.0055782700601580745,-0.035685037770156726,5,0.8483471363639656,within_leaf_future_edge,0.47917445011302157,
(*)|(*)|(mark_perp_dislocation<=-0.0018643138&price_rv_10d_robust_z<=1.266502&price_rv_10d_robust_z>-1.3701253&prior_volatility<=0.55850327&range_24h_pct>0.037257023&return_autocorr_48<=0.9076876),*,*,mark_perp_dislocation<=-0.0018643138&price_rv_10d_robust_z<=1.266502&price_rv_10d_robust_z>-1.3701253&prior_volatility<=0.55850327&range_24h_pct>0.037257023&return_autocorr_48<=0.9076876,0.003935926035046578,0.003935926035046578,0.0012382344134469886,0.025072447210550308,0.10584260706235912,0.02056769943246988,1.0,1.0,0.5465465465465466,372,,,0.07792432014208524,0.05440035460781443,0.06851596928710865,0.07873333634243175,,1.0,0.07779490479026126,3.94604648857554,1.0,0.18813118785619737,-0.005367412295913021,1.0608438313007356,0.5850779787795021,0.8568197412454304,3.1250000000000013e-07,0.0030914461429788153,0.01,0.01,0.01,0.01,0.01,0.0054505163932278165,0.0054505163932278165,9.033030513375046e-05,0.0038455957299128275,5,1,1,6,6,stage_a_context,,short,6-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,production,production,production,0.07905,0.07779490479026126,-0.005367412295913021,-0.0702402114868164,1.0,primary_target,0,,0.8927185995492111,,0.5546507161239532,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.003935926035046578, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 372, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.961829936540607,production,production,production,production,False,False,0.1,0.961829936540607,0.09845653444307247,1.0,0.006141035648348133,0.004028898496753493,0.00992460543282071,5,0.8568197412454304,within_leaf_future_edge,0.37541003130590506,
(*)|(loc_pullback_depth_48>0.22570398)|(asset_atr_level_pct<=0.82905889&mark_perp_dislocation<=-0.0018874102),*,loc_pullback_depth_48>0.22570398,asset_atr_level_pct<=0.82905889&mark_perp_dislocation<=-0.0018874102,0.003377960156649351,0.003377960156649351,0.0007530022331371565,0.02427651584148407,0.11259856749311295,0.020044747048575142,1.0,1.0,0.5400801603206413,440,,,0.06931350594935598,0.05109949177249757,0.0733023364217201,0.08442669496232286,,1.0,0.08135469859514062,2.0686619383988667,0.8,0.20997972711920737,-0.001807618491033658,0.8365234524011612,0.20646956845511003,0.8395721810101575,3.1250000000000013e-07,0.0009466087758178041,0.01,0.01,0.01,0.01,0.01,0.0052990015462071,0.0052990015462071,7.010765686975601e-05,0.0033078524997795953,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low,production,production,production,production,0.0798,0.08135469859514062,-0.001807618491033658,-0.030987071990966796,1.0,primary_target,0,,0.9305519779614324,,0.5692270269752322,b_sign_consistency_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.003377960156649351, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 440, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.8284095112288409,production,production,production,production,False,False,0.3,0.8284095112288409,0.09688970293135939,1.0,0.006615107138907686,0.00368860292645115,-0.010365643752438047,5,0.8395721810101575,within_leaf_future_edge,0.3544900213074651,
(*)|(bars_in_high_vol_state_log_norm<=-0.21641296&zscore_price_200>-1.6488744)|(mark_perp_dislocation<=-0.0043379976),*,bars_in_high_vol_state_log_norm<=-0.21641296&zscore_price_200>-1.6488744,mark_perp_dislocation<=-0.0043379976,0.004094221489503979,0.004094221489503979,0.0011770075462096635,0.024415815249085426,0.13776796143250689,0.047838484094133694,1.0,1.0,0.5525525525525525,319,,,0.08121576945444751,0.06651296298621263,0.0859980607912222,0.09080322009679588,,1.0,0.07686546977471048,2.3473068115719813,0.8,0.2251625157892704,-0.006296847311463805,1.5219297885894776,0.33385333122940064,0.8482260583619928,3.1250000000000013e-07,0.0014743844903140962,0.01,0.01,0.01,0.01,0.01,0.005205965104252294,0.005205965104252294,7.005705729369969e-05,0.00402416443221028,5,1,1,3,3,stage_a_context,,short,3-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,production,production,production,0.07988980716253444,0.07686546977471048,-0.006296847311463805,-0.00657196044921875,1.0,primary_target,0,,0.9284994159779614,,0.588233886950849,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.004094221489503979, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 319, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.000028015373793,production,production,production,production,False,False,0.3,1.000028015373793,0.12254710440539789,1.0,0.009716896950456022,0.005431020174909802,-0.05776834281726796,5,0.8482260583619928,within_leaf_future_edge,0.32613522503343206,
(*)|(loc_swing_range_pos_48<=0.85106432)|(asset_atr_level_pct<=0.8777532&funding_mean_10d_robust_z>-0.41019213&mark_vs_perp_bps<=-1.6498756&range_24h_pct>0.03336234),*,loc_swing_range_pos_48<=0.85106432,asset_atr_level_pct<=0.8777532&funding_mean_10d_robust_z>-0.41019213&mark_vs_perp_bps<=-1.6498756&range_24h_pct>0.03336234,0.004239561222493649,0.004239561222493649,0.0012034942682991794,0.024115410447120667,0.137807778612572,0.017399628760276713,1.0,1.0,0.523,431,,,0.08246142048721933,0.06676785827860049,0.0695362080138598,0.10242053426571646,,1.0,0.07371133087305612,1.5315598874494842,0.8,0.17924704700708388,-0.009450986213118167,0.7166574001312256,0.3856797105199283,0.8381039826185402,3.1250000000000013e-07,0.0022573477697603182,0.01,0.01,0.01,0.01,0.01,0.004384068823519298,0.004384068823519298,9.00738176368449e-05,0.004149487404856804,5,1,1,5,5,stage_a_context,,short,5-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,production,production,production,0.10793889306286,0.07371133087305612,-0.009450986213118167,-0.059920978546142575,1.0,primary_target,0,,0.9282764397695966,,0.5686344060209831,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.004239561222493649, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 431, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,0.9245391745079594,production,production,production,production,False,False,0.1,0.9245391745079594,0.09594030572748928,1.0,0.005303362066127181,0.003724698728310405,-0.01656727960860187,5,0.8381039826185402,within_leaf_future_edge,0.20545372942386347,
(*)|(dist_prior_day_high<=0.10346435&loc_prior_bar_pos_48<=0.15972058&loc_prior_bar_pos_48>-0.057897311&loc_swing_range_pos_48<=1.1884031)|(mark_vs_perp_bps<=1.3506572),*,dist_prior_day_high<=0.10346435&loc_prior_bar_pos_48<=0.15972058&loc_prior_bar_pos_48>-0.057897311&loc_swing_range_pos_48<=1.1884031,mark_vs_perp_bps<=1.3506572,0.004985784832388163,0.004985784832388163,0.0006597346522578508,0.020425374433398247,0.15119925369396442,0.021590553164507,1.0,1.0,0.5315315315315315,676,,,0.0796118493688682,0.07514051417540717,0.0757966515242092,0.0840167056826072,,1.0,0.07159981901989676,2.23395133697822,0.8,0.21403495520353316,-0.011562498066277516,1.0542592644691466,0.29219280733951214,0.9041900102485817,3.1250000000000013e-07,0.0005625463415852054,0.01,0.01,0.01,0.01,0.01,0.002301719532929101,0.002301719532929101,9.030888040235432e-05,0.004895475951985809,5,1,1,5,5,stage_a_context,,short,5-way,False,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,production,production,production,production,0.1092,0.07159981901989676,-0.011562498066277516,0.1531839370727539,0.9808119408965692,primary_target,0,,0.5532841793137993,,0.5438614670776347,b_sign_consistency_too_low|b_mask_ic_uplift_too_low,,,ranking,rejected,"{""checks"": {""n_folds"": {""value"": 5, ""threshold"": 3, ""passed"": true}, ""healthy_fold_count"": {""value"": 5, ""threshold"": 2, ""passed"": true}, ""healthy_fold_ratio"": {""value"": 1.0, ""threshold"": 0.6666666666666666, ""passed"": true}, ""presence_freq"": {""value"": 1.0, ""threshold"": 0.75, ""passed"": true}, ""directional_mean_ret"": {""value"": 0.004985784832388163, ""threshold"": 0.0, ""passed"": true}, ""min_support_actual"": {""value"": 676, ""threshold"": 50, ""passed"": true}, ""is_structurally_sound"": {""value"": false, ""passed"": false}, ""trade_path_quality_score"": {""value"": -Infinity, ""threshold"": 0.0, ""passed"": false}}, ""failures"": [""rule_rejected: b_sign_consistency_too_low|b_mask_ic_uplift_too_low"", ""trade_path_quality_score=-inf < 0.000000""], ""warnings"": [], ""classification"": ""rejected""}",0.0,0.0,1.000017994374416,production,production,production,production,False,False,0.1,1.000017994374416,0.1916985623378666,1.0,0.010469351997420407,0.006318026128605522,0.0366162052119073,5,0.9041900102485817,within_leaf_future_edge,0.032187999076323255,
