feature_a,feature_b,lift,final_pair_score
mkt_rv_ratio,mfe_4h,5.937447328265419,5.937447328265419
ret120h,rv_ratio_24_120,5.516322190984733,5.516322190984733
ret120h,ffd_amihud_04,5.046004366658944,5.046004366658944
climax_vol_24,grind_score,4.891910050091321,4.891910050091321
ffd_dist_ema_fast_04,mfe_2h,4.886973577305575,4.886973577305575
rv_ratio_24_120,mfe_4h,4.874704827948103,4.874704827948103
press_24,grind_score,4.82173670338056,4.82173670338056
mae_2h,ret48h,4.567911909680897,4.567911909680897
rv_ratio_24_120,mfe_2h,4.428014248252074,4.428014248252074
breakout_confirmed,mfe_2h,4.2861981204344515,4.2861981204344515
ffd_amihud_04,mfe_4h,3.9980297158949867,3.9980297158949867
ffd_amihud_04,kf_ret1h_mean,3.910907471044928,3.910907471044928
reversion_target_distance,grind_score,3.8663910856072023,3.8663910856072023
rv_48h,ret48h,3.8537631382938367,3.8537631382938367
ffd_amihud_04,mfe_2h,3.7408170255657374,3.7408170255657374
z_vwap_24,grind_score,3.62803465312083,3.62803465312083
pullback_48,mfe_4h,3.585497658166137,3.585497658166137
ffd_rv_24h_04,ffd_dist_ema_slow_04,4.349446948180335,3.479557558544268
ffd_dist_ema_fast_04,mfe_4h,3.471672524880119,3.471672524880119
ffd_amihud_04,ffd_dist_ema_fast_04,4.211657443533978,3.3693259548271826
breakout_confirmed,kf_ret1h_mean,3.335694790476444,3.335694790476444
trapped_longs_96,press_24,3.3220500136145787,3.3220500136145787
ffd_cvar_5pct_06,mfe_2h,3.176544317467788,3.176544317467788
rv_ratio_24_120,ffd_amihud_04,3.0868814826847304,3.0868814826847304
ret120h,mkt_rv_ratio,3.074080974429817,3.074080974429817
impact_12,ffd_amihud_04,3.025992592168972,3.025992592168972
ret48h,ret120h,3.0165895586734583,3.0165895586734583
reversion_target_distance,ffd_amihud_04,2.9660099954700043,2.9660099954700043
ffd_rv_24h_04,ffd_amihud_04,3.6886522086328224,2.950921766906258
ffd_dist_ema_slow_04,kf_ret1h_mean,2.933226164444242,2.933226164444242
mkt_rv_ratio,mfe_2h,2.9314482285347827,2.9314482285347827
climax_vol_24,mfe_4h,2.889860347994409,2.889860347994409
