n_samples,base_rate,score_col,target_col,hit_rate10,lift10,ndcg10,hit_rate20,lift20,ndcg20,hit_rate30,lift30,ndcg30,hit_rate10_monthly_std,hit_rate20_monthly_std,hit_rate30_monthly_std,strategy_id,side,horizon,source,layer,hit_rate30_std,selection_score
253,0.2885375494071146,oof_prob,y_bin,0.46153846153846156,1.5995785036880927,0.47613812071427686,0.5490196078431373,1.9027665860864895,0.5319805365297172,0.4868421052631579,1.6872746935832732,0.5052271166308526,0.2721655269759087,0.08388704928078611,0.12895299054977719,dist_prior_day_low_0_033441655_compression_score_0_55698758_ret24h_-1_0731928,unknown,10,/Users/remyroche/Documents/Ares/data/artifacts/20260321_140000/oof/oof_dist_prior_day_low_0_033441655_compression_score_0_55698758_ret24h_-1_0731928_H10.parquet,base,0.12895299054977719,0.6496831670369598
