regime_families_combo,count
trend|volatility,1699
volatility,325
trend|volatility|volatility_term_structure,122
volatility|volatility_term_structure,35
trend,33
compression|trend|volatility,21
compression|volatility,5
trend|volatility_term_structure,4
,4
