strategy_id,reason,input_selected_rows,path_rows,simulated_rows,delayed_1m_rows,entry_execution_sources,total_trades_after_sim_selection,mean_net_trade,win_rate,full_sl_exit_count,capital_protect_exit_count,trailing_exit_count,adverse_exit_count
long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,ok,37,37,37,23,"{'delayed_1m_intraminute_proxy': 23, 'theoretical_15m_open': 14}",37,0.00319434842094779,0.8108108108108109,2,0,29,0
long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,ok,117,117,117,82,"{'delayed_1m_intraminute_proxy': 82, 'theoretical_15m_open': 35}",117,0.003287138417363167,0.5213675213675214,35,0,66,0
short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,ok,26,26,26,14,"{'delayed_1m_intraminute_proxy': 14, 'theoretical_15m_open': 12}",26,-0.0006948048830963671,0.4230769230769231,8,0,12,0
short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,ok,55,55,55,36,"{'delayed_1m_intraminute_proxy': 36, 'theoretical_15m_open': 19}",55,0.0004526370612438768,0.41818181818181815,16,0,26,0
