window,group,n_trades,trades_per_day,gross_hit_rate,net_hit_rate,mean_gross_bps,median_gross_bps,mean_net_bps,median_net_bps,stop_loss_rate,capital_protect_rate,trailing_rate,adverse_exit_rate,delayed_1m_entry_coverage
june_to_now,baseline_trained,1.0,1.0,0.0,0.0,-6.157115567475557,-6.157115567475557,-21.2484085932374,-21.2484085932374,1.0,0.0,0.0,0.0,0.0
may_to_now,active_untrained_expansion,30.0,1.4663951120162935,0.5666666666666667,0.5666666666666667,163.85242079074183,171.38377763330936,148.4261687534551,156.0332253575325,0.03333333333333333,0.0,0.5,0.0,0.6666666666666666
may_to_now,baseline_trained,204.0,6.925035360678925,0.6813725490196079,0.5294117647058824,18.22095886845822,21.18933480232954,3.257969325275946,6.227041594684124,0.28921568627450983,0.0,0.5784313725490197,0.0,0.6617647058823529
