window,group,n_trades,trades_per_day,gross_hit_rate,net_hit_rate,mean_gross_bps,median_gross_bps,mean_net_bps,median_net_bps,stop_loss_rate,capital_protect_rate,trailing_rate,adverse_exit_rate,delayed_1m_entry_coverage
june_to_now,baseline_trained,60.0,34.285714285714285,0.3,0.3,17.289633838421043,-2.0718555606435984,2.3686176088328166,-16.452508862130344,0.26666666666666666,0.0,0.3,0.0,1.0
may_to_now,active_untrained_expansion,1073.0,36.3728813559322,0.6672879776328052,0.5983224603914259,55.43696631159032,33.37315283715725,40.25126159621206,18.18003016524017,0.2190121155638397,0.0,0.4641192917054986,0.0,1.0
may_to_now,baseline_trained,3744.0,126.73624823695346,0.5077457264957265,0.42922008547008544,17.450192676364182,3.1432241667062044,2.4333786732157985,-11.746748932637274,0.2743055555555556,0.0010683760683760685,0.3640491452991453,0.009348290598290598,1.0
