window,strategy_id,side_name,n_trades,trades_per_day,gross_hit_rate,net_hit_rate,mean_gross_bps,median_gross_bps,mean_net_bps,median_net_bps,stop_loss_rate,capital_protect_rate,trailing_rate,adverse_exit_rate,delayed_1m_entry_coverage
june_to_now,long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,long,29.0,16.975609756097562,0.3793103448275862,0.3793103448275862,14.840839275134854,-6.284710834734142,-0.36631983801208695,-21.117394790053368,0.5517241379310345,0.0,0.3793103448275862,0.0,1.0
june_to_now,long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,long,5.0,5.0,0.4,0.4,16.65941179089714,-0.699645170243457,1.804957864806056,-15.279353829100728,0.0,0.0,0.4,0.0,1.0
june_to_now,short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,short,8.0,6.857142857142857,0.625,0.625,70.96470393662457,72.77789176441729,56.27397331409156,57.59909865446389,0.0,0.0,0.625,0.0,1.0
june_to_now,short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,short,18.0,10.536585365853659,0.0,0.0,-2.4456110622850247,-2.1100236335769296,-17.02645800024685,-16.713254735805094,0.0,0.0,0.0,0.0,1.0
may_to_now,long_bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,long,1786.0,62.12173913043478,0.538073908174692,0.48936170212765956,34.27572814959989,13.337574200704694,18.79556284932428,-1.707407645881176,0.2642777155655095,0.0,0.3460246360582307,0.0,1.0
may_to_now,long_dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,long,1270.0,43.11173974540311,0.5299212598425197,0.4141732283464567,25.933793025128185,7.914351299405098,10.70010185921858,-7.476849423255771,0.231496062992126,0.0007874015748031496,0.32755905511811023,0.0,1.0
may_to_now,short_asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,short,791.0,28.763636363636362,0.5790139064475348,0.5221238938053098,33.25331495279242,17.426713602617383,18.568944964380098,2.769546117633581,0.21744627054361568,0.0037926675094816687,0.43994943109987356,0.0,1.0
may_to_now,short_bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,short,970.0,33.06818181818182,0.5412371134020618,0.44948453608247424,4.496542771017424,8.979251142591238,-9.841099620278271,-5.02160401083529,0.334020618556701,0.0,0.49381443298969074,0.03608247422680412,1.0
