window,n_trades,trades_per_day,gross_hit_rate,net_hit_rate,mean_gross_bps,median_gross_bps,mean_net_bps,median_net_bps,stop_loss_rate,capital_protect_rate,trailing_rate,adverse_exit_rate,delayed_1m_entry_coverage
june_to_now,60.0,34.285714285714285,0.3,0.3,17.289633838421043,-2.0718555606435984,2.3686176088328166,-16.452508862130344,0.26666666666666666,0.0,0.3,0.0,1.0
may_to_now,4817.0,163.05782792665727,0.5432842017853435,0.4668881046294374,25.911850992867745,10.889132972806692,10.857416119006745,-3.9995915722101927,0.2619887897031347,0.0008303923603902845,0.3863400456715798,0.007265933153414989,1.0
