feature_name,group,usage_count
dist_prior_day_high,location,879
dist_rolling_7d_high,location,754
zscore_price_200,location,416
atr_percentile,regime,396
up_down_semivol_ratio_tanh,regime,392
direction_entropy_20,regime,387
range_24h_pct,regime,348
zscore_price_50,location,343
realized_volatility_24h,regime,341
bars_in_high_vol_state_log_norm,location,331
ema50_slope,regime,319
loc_prior_bar_pos_24,location,298
return_autocorr_48,regime,296
dist_prior_day_low,location,283
loc_prior_bar_pos_48,location,281
range_expansion_ratio,regime,280
dist_ma100_atr,location,273
rolling_range_20,regime,244
rv_24h,regime,243
spectral_entropy_ret_24,regime,231
volume_autocorr_48,regime,221
prior_volatility,regime,196
atr_compression_ratio,regime,192
compression_ratio,regime,176
compression_score,regime,175
volatility_ratio_short_long,regime,167
dist_ema200_atr,location,164
dist_weekly_vwap,location,163
prior_range,regime,162
up_down_return_mass_ratio_tanh,regime,154
volume_percentile,regime,135
volume_zscore_48h,regime,127
choppiness_index_20,regime,127
volume_trend_48,regime,125
loc_pullback_depth_48,location,122
dist_ema_fast,regime,119
bollinger_band_width,regime,116
variance_ratio_10_48,regime,114
distance_to_ema,location,110
dist_ema50_atr,location,108
tail_asymmetry_q90_q10_atr_norm,regime,105
dist_ema20_atr,location,103
efficiency_ratio_20,regime,100
true_range_percentile,regime,98
loc_bb_channel_pos_48,location,96
loc_range_pos_48,location,92
amihud_illiq,regime,91
loc_prev_week_range_pos_48,location,90
pullback_depth,location,86
dist_range_mid_atr,location,86
trend_acceleration,regime,85
loc_swing_range_pos_24,location,85
loc_range_pos_24,location,83
dist_vwap_atr,location,81
loc_prev_week_range_pos_24,location,80
loc_vwap_dev_z_48,location,76
loc_swing_range_pos_48,location,74
volume_entropy_24,regime,74
loc_prev_day_range_pos_24,location,73
amihud_z,regime,72
dist_local_swing,location,69
loc_initial_balance_pos_48,location,67
loc_pullback_depth_24,location,65
path_efficiency_24,regime,64
ema20_slope_5h,regime,64
ema_slope_norm,regime,63
loc_prev_day_range_pos_48,location,60
loc_vwap_dev_z_24,location,60
loc_initial_balance_pos_24,location,56
loc_ema_stack_pos_48,location,56
loc_session_pos_24,location,55
loc_bb_channel_pos_24,location,48
loc_session_pos_48,location,47
loc_pivot_ladder_pos_48,location,45
loc_pivot_ladder_pos_24,location,43
loc_ema_stack_pos_24,location,32
