feature_a,feature_b,lift,final_pair_score
dist_from_low_vol,vw_breakout,3.182938237110852,3.182938237110852
dist_from_low_vol,ffd_dist_ema_fast_04,3.0804034643924356,3.0804034643924356
atr_pct,climax_vol_24,2.8653120807728514,2.8653120807728514
excess_6h,second_leg_accel_1h,2.7003085244367537,2.7003085244367537
dist_from_low_vol,climax_range_24,2.6894301203567688,2.6894301203567688
dist_from_low_vol,trend_pct,2.666290651318404,2.666290651318404
dist_from_low_vol,rng_z,2.5597790180468625,2.5597790180468625
rng_z,ffd_strength_06,2.5300128072111843,2.5300128072111843
atr_pct,ret120h,2.529170492975381,2.529170492975381
grind_score,mae_2h,2.45368495080959,2.45368495080959
vol_z_30_calm,vw_breakout,2.4445889188083925,2.4445889188083925
signed_vol,mae_2h,2.4231117325658795,2.4231117325658795
vol_price_diverge,ffd_strength_06,2.385790526687783,2.385790526687783
signed_vol,climax_vol_24,2.380659536696687,2.380659536696687
mfe_4h,vol_z_30_calm,2.352095011074828,2.352095011074828
clv_mean_4,dist_from_high_120h,2.3341756528868225,2.3341756528868225
mfe_4h,dist_from_low_vol,2.320719589205243,2.320719589205243
excess_6h,vw_breakout,2.315059882426203,2.315059882426203
atr_pct,ffd_strength_06,2.313749059152233,2.313749059152233
ffd_strength_06,vw_breakout,2.309772421694265,2.309772421694265
dist_from_low_vol,ret120h,2.282336164509277,2.282336164509277
ffd_z_06,trend_pct,2.230973375655579,2.230973375655579
range_norm_24,rejection_proxy,2.186461440762458,2.186461440762458
shock_12h,ffd_strength_06,2.174964794688484,2.174964794688484
mfe_4h,rng_z,2.139496104475197,2.139496104475197
excess_6h,climax,2.127558284036727,2.127558284036727
grind_score,clv_mean_4,2.1138452964844254,2.1138452964844254
ret120h,vw_breakout,2.0927780788458055,2.0927780788458055
atr_pct,asset_atr_level,2.0850634673419393,2.0850634673419393
trend_t,ffd_strength_06,2.0492985587361616,2.0492985587361616
ffd_dist_ema_fast_04,vol_concentration_12,2.0474482599280837,2.0474482599280837
signed_vol,ffd_dist_ema_fast_04,2.032890054581121,2.032890054581121
grind_score,ffd_strength_06,2.001678887778349,2.001678887778349
second_leg_accel_1h,climax_vol_24,1.990506813657939,1.990506813657939
cusum_strength_norm,meta_abs_net_x_vov_ratio,1.9892228960025478,1.9892228960025478
ret120h,ffd_strength_06,1.9869900542394243,1.9869900542394243
mae_2h,ffd_strength_06,1.9728394620580672,1.9728394620580672
dist_from_low_vol,signed_vol,1.9647874517001422,1.9647874517001422
dist_from_low_vol,kf_ret1h_mean,1.9596519232076748,1.9596519232076748
atr_pct,ffd_amihud_04,1.9345161860235351,1.9345161860235351
trend_pct,vw_breakout,1.9291290777252985,1.9291290777252985
ret120h,climax_decay,1.9174605162146596,1.9174605162146596
ret120h,asset_atr_level,1.9100959978877967,1.9100959978877967
delta_stall_6,excess_6h,1.8896911130199234,1.8896911130199234
rng_z,trend_pct,1.8811847853783201,1.8811847853783201
kf_ret1h_mean,ffd_z_06,1.8590595170069748,1.8590595170069748
atr_pct,clv_mean_4,1.8557503017502244,1.8557503017502244
signed_vol,trend_t,1.8530559843894114,1.8530559843894114
ret120h,mae_2h,1.8303529234682707,1.8303529234682707
dist_from_high_120h,ffd_strength_06,1.8201090514898275,1.8201090514898275
mae_2h,trend_t,1.8198973861744903,1.8198973861744903
impact_12,vol_concentration_12,1.7997133012183113,1.7997133012183113
ret120h,rng_z,1.7799907721817743,1.7799907721817743
mfe_4h,kf_ret1h_mean,1.756038509574718,1.756038509574718
asset_atr_level,vw_breakout,1.7449957022815197,1.7449957022815197
vol_high,excess_6h,1.743695118400912,1.743695118400912
signed_vol,vw_breakout,1.737502195165368,1.737502195165368
ffd_z_06,dist_from_high_120h,1.7226357066389053,1.7226357066389053
excess_6h,shock_12h,1.716760139006592,1.716760139006592
asset_atr_level,climax_range_24,1.716048968476345,1.716048968476345
impact_12,vw_breakout,1.7061087849543366,1.7061087849543366
ffd_cvar_5pct_06,dist_from_low_vol,1.698674779077079,1.698674779077079
kf_ret1h_mean,ffd_dist_ema_fast_04,2.4221622241507026,1.6955135569054918
ffd_amihud_04,cusum_strength_norm,1.6914227938478454,1.6914227938478454
mfe_4h,atr_pct,1.6881486822093503,1.6881486822093503
cusum_strength_norm,ffd_strength_06,1.683863038249939,1.683863038249939
signed_vol,kf_ret1h_mean,1.6809380593797936,1.6809380593797936
