canonical_key,rule_id,fold_id,seed,feature_index,feature_name,group,source_name,source_family,normalized_value
(*)|(ctx__95728724==1),a662002a5444,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),a244462e0e5e,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),02dfb8a6517a,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),bfe48c94ccf8,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),6f083c36883e,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),8a3df9ad28b5,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),d663d7e27ecc,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),3ff0870d6a92,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),acd46f400cdd,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),1ee89600bf59,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),554184a72edc,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),18094f909107,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),2f464b7dae06,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),b4ca5337a513,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),8e65eb2425d8,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),02c16c38044e,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),7bc28ee6b246,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),18afc97464a0,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),1ec2083c524c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),4ad1ee01a76d,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),5f11cca772cf,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),7500e6a79f10,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),74636a9e1267,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),17d1f983e53b,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),a808f2cf8c40,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),b438602d7ab5,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9326ae6af70a,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),02e1bb37cd31,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),34ac4a25a0fe,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),15a050f5f16f,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),98d242b79d01,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),47817f53dba9,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),c8b22eb67e53,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),09b728911edc,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),a0c85fa154f5,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),fa3965f41b4a,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),ddb235897743,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),159c2572d40d,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),353bf07c9867,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),ea97e17de82a,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),c1b566784fbc,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),d1c1d35b99b9,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),8bd7f0102eb3,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),f22de13da89c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9b083181762d,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),7bdbd76e7f4b,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9bc0481ba08c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),ce0457afc2b5,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),d0e6fc84aa27,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),364e715a8dd8,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),96c2ac0ad6c9,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),da7637c8d524,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),8725244778b6,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),b6e72e110b8c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9a03fa6e5891,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),424a6e13ef4d,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),976f41b9486f,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),763dfad20ca0,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),4a5c65ca854c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),eaa2947ba590,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),1e5bc1d58e00,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),f8429e3a5a06,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),fb3d5b7f9eed,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),ba92b33f7b42,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),cd24bd62a5a6,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),49792024349b,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),8ed019aa5276,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),8dc48d2820be,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),4df7524f2b6c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),8044d9698e53,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),8862f96e4a6c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),2472f9721c20,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),1ba2dea8f768,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),a6f915485223,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),ae23f9a05269,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),29236414dd48,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),2ae178255ef9,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),65329fc4621a,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),d99c81c16993,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),c0e5caeb7d60,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),398643bfadf9,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),a6ee6250348c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),c78d39ae932a,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),62f5da931c00,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),ef6044b65346,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),a5cf289b3315,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),609a4fe28648,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9f8511d1f156,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),add79d0486db,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),378b86422648,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),d5148c0cd7dd,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),baeeb11edbc9,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9834275d40ac,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),31f87c0c5ab3,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),25ad9c1f8107,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),7e0b9b22a1f5,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),7bbab2ad92f1,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),0ef0cff58f56,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9ebcc609026d,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),2fac5b427deb,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),1bcfa76eaae4,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),de71add2ae7f,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),35a4eea634df,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),c54ca1aa236c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9a4d562cf88f,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),66cbc306b6ee,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),05d5957046e7,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9a3dcb5a9582,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),53f05e745bbb,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),c597646e6ab8,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),bfa8e16debf0,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),cd0f8a59ef51,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),9b434533074c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),d34beeca21f5,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),332f61aa321b,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),fddeb00610a9,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),f72e6717b74b,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),3b0d033670f0,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),dccbc3e998b9,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),227de6f4f98b,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),d935da8f06bd,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),5f0d54385721,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),5bbc498897ba,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),1eabbf68c870,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),d90f3bac6728,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),8762ac6df6b3,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),95e78c552f26,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),318c6f3998cc,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),ea21090ae9bb,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),7219a21b375c,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),e5c7ed32e376,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),7bd815877454,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),7b9dcbc033cc,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),2e6dea376912,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),66dddf2b3ff1,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),985702b3462f,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),2c6d44cba186,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),a2534157e664,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),77e156f58fb8,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),62b308439012,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),2a44b505749a,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),499acf040ad8,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),6d19a5ead84f,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),e2b7439fc9ff,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),6db2c66d8af7,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),40876cee95f7,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),882636b2912e,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),bc50d365bc6e,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),bb054c13f76f,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),65f9670ea851,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),3ab497e5c1bb,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),1664815852fd,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),bb1f5c399379,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),763374d8f406,0,42,0,ctx__95728724,context,ctx__95728724,context,1
(*)|(ctx__95728724==1),a407b72b77f9,0,42,0,ctx__95728724,context,ctx__95728724,context,1
