canonical_key,display_arity,structural_depth,groups_used,regime_families_used,location_families_used,all_families_used
(*)|(dist_rolling_7d_high<=-0.088790603&loc_vwap_dev_z_24>-0.28767142)|(return_autocorr_48<=-0.23729664),3,3,location|regime,momentum,context|liquidity,context|liquidity|momentum
(*)|(dist_prior_day_high>-0.20791039&dist_rolling_7d_high<=-0.088790603&loc_vwap_dev_z_24>-0.28767142)|(return_autocorr_48>-0.23729664),4,4,location|regime,momentum,context|liquidity,context|liquidity|momentum
(*)|(dist_ema20_atr>0.25863752&dist_ma100_atr<=0.44155464&dist_rolling_7d_high>-0.088790603&loc_vwap_dev_z_24>-0.28767142&loc_vwap_dev_z_48<=0.34375018)|(*),5,5,location,,context|liquidity,context|liquidity
(*)|(dist_ma100_atr<=-0.22875781)|(atr_compression_ratio<=-0.10000223&bars_since_ema20_ema50_cross_log_norm>-0.28453222&volume_zscore_48h>-0.30713865),4,4,location|regime,liquidity|trend|volatility_term_structure,context,context|liquidity|trend|volatility_term_structure
(*)|(dist_ma100_atr>-0.19982255)|(atr_compression_ratio<=-0.10000223&volume_zscore_48h>-0.30713865),3,3,location|regime,liquidity|volatility_term_structure,context,context|liquidity|volatility_term_structure
(*)|(*)|(bars_since_ema20_ema50_cross_log_norm<=-0.066335879&realized_volatility_24h<=-0.16923557&realized_volatility_24h>-0.30297384),3,3,regime,trend|volatility,,trend|volatility
(*)|(*)|(bars_since_ema20_ema50_cross_log_norm<=-0.066335879&realized_volatility_24h<=-0.10000223&realized_volatility_24h>-0.1409111),3,3,regime,trend|volatility,,trend|volatility
(*)|(dist_local_swing<=0.26967627&dist_prior_day_low>0.17543845&loc_session_pos_24<=0.5152685)|(bars_since_ema20_ema50_cross_log_norm>-0.066335879),4,4,location|regime,trend,context,context|trend
(*)|(dist_local_swing<=0.49868706&dist_local_swing>0.26967627&dist_prior_day_low>0.17543845&loc_session_pos_24<=0.5152685)|(bars_since_ema20_ema50_cross_log_norm>-0.066335879),5,5,location|regime,trend,context,context|trend
(*)|(dist_local_swing<=-0.03233381&dist_local_swing>-0.66618538&loc_prev_day_range_pos_24<=-0.25733176)|(atr_percentile<=-0.27353719),4,4,location|regime,compression,context,compression|context
(*)|(dist_local_swing<=-0.03233381&dist_local_swing>-0.66618538&loc_prev_day_range_pos_24>-0.25733176)|(bars_outside_ema20_atr_band_log_norm<=-0.19457418),4,4,location|regime,volatility,context,context|volatility
