fold_id,seed,regime_family,gain,split
0,42,compression,5.6367188,9.0
0,42,context,9.554283,8.0
0,42,liquidity,10.494049,11.0
0,42,momentum,3.14886,2.0
0,42,path_structure,24.15408,25.0
0,42,trend,21.176876,22.0
0,42,volatility,7.556839,17.0
0,42,volatility_term_structure,17.564001,16.0
1,42,compression,31.953476,70.0
1,42,context,24.207493,70.0
1,42,liquidity,49.205315,90.0
1,42,momentum,8.781364,22.0
1,42,path_structure,75.58193,124.0
1,42,trend,68.88576,129.0
1,42,volatility,75.047104,124.0
1,42,volatility_term_structure,31.58113,83.0
2,42,compression,34.675304,38.0
2,42,context,15.162105,24.0
2,42,liquidity,46.59809,46.0
2,42,momentum,15.628286,19.0
2,42,path_structure,51.60858,83.0
2,42,trend,59.60341,78.0
2,42,volatility,45.25206,62.0
2,42,volatility_term_structure,25.727892,49.0
