families_combo,count
context|cross_asset_orderbook,104
context|cross_asset|cross_asset_orderbook,80
context|cross_asset,62
compression|context,60
compression|context|cross_asset_orderbook,51
context|cross_asset_orderbook|path_structure,49
context,48
context|cross_asset_orderbook|trend,36
context|liquidity|path_structure,33
compression|context|cross_asset,31
compression|context|path_structure,30
compression|context|liquidity|path_structure,29
compression|context|liquidity,28
context|cross_asset|liquidity,27
context|path_structure,27
context|cross_asset|cross_asset_orderbook|trend,24
compression|context|cross_asset|path_structure,23
context|cross_asset|cross_asset_orderbook|mark_index,22
context|trend,22
context|cross_asset_orderbook|liquidity,21
compression|context|cross_asset|cross_asset_orderbook,21
context|cross_asset_orderbook|volatility,19
context|cross_asset|trend,19
context|cross_asset|volatility_term_structure,18
context|mark_index,18
context|cross_asset|path_structure,17
context|cross_asset_orderbook|mark_index,17
context|path_structure|volatility_term_structure,16
context|cross_asset|volatility,16
context|cross_asset|cross_asset_orderbook|path_structure,15
context|cross_asset_orderbook|cross_sectional,15
compression|context|trend,15
compression|cross_asset_orderbook,15
compression|context|cross_asset_orderbook|path_structure,15
context|path_structure|trend,14
context|cross_asset_orderbook|volatility_term_structure,14
context|cross_asset_orderbook|path_structure|trend,14
context|mark_index|path_structure,12
context|cross_asset|mark_index,12
context|liquidity|trend,12
context|cross_sectional|path_structure,12
context|liquidity,12
compression|context|volatility_term_structure,11
context|volatility_term_structure,11
compression|context|cross_asset|trend,11
context|cross_asset|cross_asset_orderbook|liquidity,11
compression|context|mark_index|path_structure,11
compression|context|mark_index,11
compression|cross_asset_orderbook|path_structure,11
context|cross_asset|liquidity|volatility_term_structure,11
context|liquidity|volatility,11
compression|context|cross_asset_orderbook|trend,11
cross_asset_orderbook|path_structure|trend,10
context|cross_sectional,10
compression|context|cross_asset_orderbook|path_structure|trend,10
compression|context|cross_asset_orderbook|liquidity,10
compression|context|cross_asset|liquidity,10
compression|cross_asset_orderbook|liquidity,10
compression|cross_asset_orderbook|trend,9
compression|cross_asset,9
context|liquidity|volatility_term_structure,9
context|liquidity|mark_index|path_structure,9
context|cross_asset|volatility|volatility_term_structure,9
context|cross_asset|cross_asset_orderbook|volatility_term_structure,9
compression|context|path_structure|trend,9
context|cross_asset|cross_asset_orderbook|cross_sectional,9
context|volatility|volatility_term_structure,9
context|cross_asset_orderbook|path_structure|volatility,8
cross_asset_orderbook|liquidity|trend,8
compression|trend,8
context|liquidity|mark_index,8
context|cross_asset_orderbook|liquidity|mark_index,8
context|cross_asset|mark_index|volatility,8
compression|context|cross_asset_orderbook|volatility_term_structure,8
compression|context|cross_asset|volatility,8
context|volatility,8
context|cross_asset_orderbook|liquidity|volatility,8
context|cross_asset|trend|volatility_term_structure,8
context|cross_asset|cross_asset_orderbook|liquidity|path_structure,8
context|liquidity|mark_index|trend,8
compression|liquidity,7
context|cross_asset|liquidity|trend,7
compression|context|cross_asset|volatility_term_structure,7
