fold_id,seed,group,gain,split
0,42,location,3563.3887,515.0
0,42,regime,8250.575,1089.0
1,42,location,1156.0657,120.0
1,42,regime,3367.9058,225.0
2,42,location,1223.002,121.0
2,42,regime,2822.0452,221.0
3,42,location,609.6528,55.0
3,42,regime,1225.6919,90.0
4,42,location,1914.0254,311.0
4,42,regime,4078.4663,541.0
