regime_families_combo,count
trend|volatility,1967
volatility,789
trend|volatility|volatility_term_structure,170
volatility|volatility_term_structure,61
trend,48
compression|trend|volatility,26
,22
trend|volatility_term_structure,18
compression|volatility,7
volatility_term_structure,4
compression|trend,2
