fold_id,seed,group,gain,split
0,42,location,220.0773980068043,51
0,42,regime,923.8079342397978,229
1,42,location,1164.1193681679724,385
1,42,regime,4228.069771261573,1275
2,42,location,174.50491110398434,19
2,42,regime,504.22024167826794,63
3,42,location,34.91023006103933,12
3,42,regime,654.4152359627044,36
4,42,location,4524.554488177368,342
4,42,regime,22176.56538498743,1971
